FISHID,Increment_21Edge,Date
BL2031,increment11,2018-07-08
BL2031,increment12,2018-07-09
BL2031,increment13,2018-07-10
BL2031,increment14,2018-07-11
BL2031,increment15,2018-07-12
BL2031,increment16,2018-07-13
BL2031,increment17,2018-07-14
BL2031,increment18,2018-07-15
BL2031,increment19,2018-07-16
BL2031,increment2,2018-06-29
BL2031,increment20,2018-07-17
BL2031,increment21,2018-07-18
BL2031,increment3,2018-06-30
BL2031,increment4,2018-07-01
BL2031,increment5,2018-07-02
BL2031,increment6,2018-07-03
BL2031,increment7,2018-07-04
BL2031,increment8,2018-07-05
BL2031,increment9,2018-07-06
BL2034,increment1,2018-06-28
BL2034,increment10,2018-07-07
BL2034,increment11,2018-07-08
BL2034,increment12,2018-07-09
BL2034,increment13,2018-07-10
BL2034,increment14,2018-07-11
BL2034,increment15,2018-07-12
BL2034,increment16,2018-07-13
BL2034,increment17,2018-07-14
BL2034,increment18,2018-07-15
BL2034,increment19,2018-07-16
BL2034,increment2,2018-06-29
BL2034,increment20,2018-07-17
BL2034,increment21,2018-07-18
BL2034,increment3,2018-06-30
BL2034,increment4,2018-07-01
BL2034,increment5,2018-07-02
BL2034,increment6,2018-07-03
BL2034,increment7,2018-07-04
BL2034,increment8,2018-07-05
BL2034,increment9,2018-07-06
BL2038,increment1,2018-06-25
BL2038,increment10,2018-07-04
BL2038,increment11,2018-07-05
BL2038,increment12,2018-07-06
BL2038,increment13,2018-07-07
BL2038,increment14,2018-07-08
BL2038,increment15,2018-07-09
BL2038,increment16,2018-07-10
BL2038,increment17,2018-07-11
BL2038,increment18,2018-07-12
BL2038,increment19,2018-07-13
BL2038,increment2,2018-06-26
BL2038,increment20,2018-07-14
BL2038,increment21,2018-07-15
BL2038,increment3,2018-06-27
BL2038,increment4,2018-06-28
BL2038,increment5,2018-06-29
BL2038,increment6,2018-06-30
BL2038,increment7,2018-07-01
BL2038,increment8,2018-07-02
BL2038,increment9,2018-07-03
BL2042,increment1,2018-06-25
BL2042,increment10,2018-07-04
BL2042,increment11,2018-07-05
BL2042,increment12,2018-07-06
BL2042,increment13,2018-07-07
BL2042,increment14,2018-07-08
BL2042,increment15,2018-07-09
BL2042,increment16,2018-07-10
BL2042,increment17,2018-07-11
BL2042,increment18,2018-07-12
BL2042,increment19,2018-07-13
BL2042,increment2,2018-06-26
BL2042,increment20,2018-07-14
BL2042,increment21,2018-07-15
BL2042,increment3,2018-06-27
BL2042,increment4,2018-06-28
BL2042,increment5,2018-06-29
BL2042,increment6,2018-06-30
BL2042,increment7,2018-07-01
BL2042,increment8,2018-07-02
BL2042,increment9,2018-07-03
BL2043,increment1,2018-06-25
BL2043,increment10,2018-07-04
BL2043,increment11,2018-07-05
BL2043,increment12,2018-07-06
BL2043,increment13,2018-07-07
BL2043,increment14,2018-07-08
BL2043,increment15,2018-07-09
BL2043,increment16,2018-07-10
BL2043,increment17,2018-07-11
BL2043,increment18,2018-07-12
BL2043,increment19,2018-07-13
BL2043,increment2,2018-06-26
BL2043,increment20,2018-07-14
BL2043,increment21,2018-07-15
BL2043,increment3,2018-06-27
BL2043,increment4,2018-06-28
BL2043,increment5,2018-06-29
BL2043,increment6,2018-06-30
BL2043,increment7,2018-07-01
BL2043,increment8,2018-07-02
BL2043,increment9,2018-07-03
BL2045,increment1,2018-06-25
BL2045,increment10,2018-07-04
BL2045,increment11,2018-07-05
BL2045,increment12,2018-07-06
BL2045,increment13,2018-07-07
BL2045,increment14,2018-07-08
BL2045,increment15,2018-07-09
BL2045,increment16,2018-07-10
BL2045,increment17,2018-07-11
BL2045,increment18,2018-07-12
BL2045,increment19,2018-07-13
BL2045,increment2,2018-06-26
BL2045,increment20,2018-07-14
BL2045,increment21,2018-07-15
BL2045,increment3,2018-06-27
BL2045,increment4,2018-06-28
BL2045,increment5,2018-06-29
BL2045,increment6,2018-06-30
BL2045,increment7,2018-07-01
BL2045,increment8,2018-07-02
BL2045,increment9,2018-07-03
BL2046,increment1,2013-07-03
BL2046,increment10,2013-07-12
BL2046,increment11,2013-07-13
BL2046,increment12,2013-07-14
BL2046,increment13,2013-07-15
BL2046,increment14,2013-07-16
BL2046,increment15,2013-07-17
BL2046,increment16,2013-07-18
BL2046,increment17,2013-07-19
BL2046,increment18,2013-07-20
BL2046,increment19,2013-07-21
BL2046,increment2,2013-07-04
BL2046,increment20,2013-07-22
BL2046,increment21,2013-07-23
BL2046,increment3,2013-07-05
BL2046,increment4,2013-07-06
BL2046,increment5,2013-07-07
BL2046,increment6,2013-07-08
BL2046,increment7,2013-07-09
BL2046,increment8,2013-07-10
BL2046,increment9,2013-07-11
BL2047,increment1,2013-07-03
BL2047,increment10,2013-07-12
BL2047,increment11,2013-07-13
BL2047,increment12,2013-07-14
BL2047,increment13,2013-07-15
BL2047,increment14,2013-07-16
BL2047,increment15,2013-07-17
BL2047,increment16,2013-07-18
BL2047,increment17,2013-07-19
BL2047,increment18,2013-07-20
BL2047,increment19,2013-07-21
BL2047,increment2,2013-07-04
BL2047,increment20,2013-07-22
BL2047,increment21,2013-07-23
BL2047,increment3,2013-07-05
BL2047,increment4,2013-07-06
BL2047,increment5,2013-07-07
BL2047,increment6,2013-07-08
BL2047,increment7,2013-07-09
BL2047,increment8,2013-07-10
BL2047,increment9,2013-07-11
BL2048,increment1,2013-07-03
BL2048,increment10,2013-07-12
BL2048,increment11,2013-07-13
BL2048,increment12,2013-07-14
BL2048,increment13,2013-07-15
BL2048,increment14,2013-07-16
BL2048,increment15,2013-07-17
BL2048,increment16,2013-07-18
BL2048,increment17,2013-07-19
BL2048,increment18,2013-07-20
BL2048,increment19,2013-07-21
BL2048,increment2,2013-07-04
BL2048,increment20,2013-07-22
BL2048,increment21,2013-07-23
BL2048,increment3,2013-07-05
BL2048,increment4,2013-07-06
BL2048,increment5,2013-07-07
BL2048,increment6,2013-07-08
BL2048,increment7,2013-07-09
BL2048,increment8,2013-07-10
BL2048,increment9,2013-07-11
BL2049,increment1,2013-07-03
BL2049,increment10,2013-07-12
BL2049,increment11,2013-07-13
BL2049,increment12,2013-07-14
BL2049,increment13,2013-07-15
BL2049,increment14,2013-07-16
BL2049,increment15,2013-07-17
BL2049,increment16,2013-07-18
BL2049,increment17,2013-07-19
BL2049,increment18,2013-07-20
BL2049,increment19,2013-07-21
BL2049,increment2,2013-07-04
BL2049,increment20,2013-07-22
BL2049,increment21,2013-07-23
BL2049,increment3,2013-07-05
BL2049,increment4,2013-07-06
BL2049,increment5,2013-07-07
BL2049,increment6,2013-07-08
BL2049,increment7,2013-07-09
BL2049,increment8,2013-07-10
BL2049,increment9,2013-07-11
BL2055,increment1,2013-07-03
BL2055,increment10,2013-07-12
BL2055,increment11,2013-07-13
BL2055,increment12,2013-07-14
BL2055,increment13,2013-07-15
BL2055,increment14,2013-07-16
BL2055,increment15,2013-07-17
BL2055,increment16,2013-07-18
BL2055,increment17,2013-07-19
BL2055,increment18,2013-07-20
BL2055,increment19,2013-07-21
BL2055,increment2,2013-07-04
BL2055,increment20,2013-07-22
BL2055,increment21,2013-07-23
BL2055,increment3,2013-07-05
BL2055,increment4,2013-07-06
BL2055,increment5,2013-07-07
BL2055,increment6,2013-07-08
BL2055,increment7,2013-07-09
BL2055,increment8,2013-07-10
BL2055,increment9,2013-07-11
BL2059,increment1,2013-07-05
BL2059,increment10,2013-07-14
BL2059,increment11,2013-07-15
BL2059,increment12,2013-07-16
BL2059,increment13,2013-07-17
BL2059,increment14,2013-07-18
BL2059,increment15,2013-07-19
BL2059,increment16,2013-07-20
BL2059,increment17,2013-07-21
BL2059,increment18,2013-07-22
BL2059,increment19,2013-07-23
BL2059,increment2,2013-07-06
BL2059,increment20,2013-07-24
BL2059,increment21,2013-07-25
BL2059,increment3,2013-07-07
BL2059,increment4,2013-07-08
BL2059,increment5,2013-07-09
BL2059,increment6,2013-07-10
BL2059,increment7,2013-07-11
BL2059,increment8,2013-07-12
BL2059,increment9,2013-07-13
BL2060,increment1,2013-07-05
BL2060,increment10,2013-07-14
BL2060,increment11,2013-07-15
BL2060,increment12,2013-07-16
BL2060,increment13,2013-07-17
BL2060,increment14,2013-07-18
BL2060,increment15,2013-07-19
BL2060,increment16,2013-07-20
BL2060,increment17,2013-07-21
BL2060,increment18,2013-07-22
BL2060,increment19,2013-07-23
BL2060,increment2,2013-07-06
BL2060,increment20,2013-07-24
BL2060,increment21,2013-07-25
BL2060,increment3,2013-07-07
BL2060,increment4,2013-07-08
BL2060,increment5,2013-07-09
BL2060,increment6,2013-07-10
BL2060,increment7,2013-07-11
BL2060,increment8,2013-07-12
BL2060,increment9,2013-07-13
BL2061,increment1,2013-07-05
BL2061,increment10,2013-07-14
BL2061,increment11,2013-07-15
BL2061,increment12,2013-07-16
BL2061,increment13,2013-07-17
BL2061,increment14,2013-07-18
BL2061,increment15,2013-07-19
BL2061,increment16,2013-07-20
BL2061,increment17,2013-07-21
BL2061,increment18,2013-07-22
BL2061,increment19,2013-07-23
BL2061,increment2,2013-07-06
BL2061,increment20,2013-07-24
BL2061,increment21,2013-07-25
BL2061,increment3,2013-07-07
BL2061,increment4,2013-07-08
BL2061,increment5,2013-07-09
BL2061,increment6,2013-07-10
BL2061,increment7,2013-07-11
BL2061,increment8,2013-07-12
BL2061,increment9,2013-07-13
BL2064,increment1,2013-07-05
BL2064,increment10,2013-07-14
BL2064,increment11,2013-07-15
BL2064,increment12,2013-07-16
BL2064,increment13,2013-07-17
BL2064,increment14,2013-07-18
BL2064,increment15,2013-07-19
BL2064,increment16,2013-07-20
BL2064,increment17,2013-07-21
BL2064,increment18,2013-07-22
BL2064,increment19,2013-07-23
BL2064,increment2,2013-07-06
BL2064,increment20,2013-07-24
BL2064,increment21,2013-07-25
BL2064,increment3,2013-07-07
BL2064,increment4,2013-07-08
BL2064,increment5,2013-07-09
BL2064,increment6,2013-07-10
BL2064,increment7,2013-07-11
BL2064,increment8,2013-07-12
BL2064,increment9,2013-07-13
BL2066,increment1,2013-07-05
BL2066,increment10,2013-07-14
BL2066,increment11,2013-07-15
BL2066,increment12,2013-07-16
BL2066,increment13,2013-07-17
BL2066,increment14,2013-07-18
BL2066,increment15,2013-07-19
BL2066,increment16,2013-07-20
BL2066,increment17,2013-07-21
BL2066,increment18,2013-07-22
BL2066,increment19,2013-07-23
BL2066,increment2,2013-07-06
BL2066,increment20,2013-07-24
BL2066,increment21,2013-07-25
BL2066,increment3,2013-07-07
BL2066,increment4,2013-07-08
BL2066,increment5,2013-07-09
BL2066,increment6,2013-07-10
BL2066,increment7,2013-07-11
BL2066,increment8,2013-07-12
BL2066,increment9,2013-07-13
BL2068,increment1,2013-07-05
BL2068,increment10,2013-07-14
BL2068,increment11,2013-07-15
BL2068,increment12,2013-07-16
BL2068,increment13,2013-07-17
BL2068,increment14,2013-07-18
BL2068,increment15,2013-07-19
BL2068,increment16,2013-07-20
BL2068,increment17,2013-07-21
BL2068,increment18,2013-07-22
BL2068,increment19,2013-07-23
BL2068,increment2,2013-07-06
BL2068,increment20,2013-07-24
BL2068,increment21,2013-07-25
BL2068,increment3,2013-07-07
BL2068,increment4,2013-07-08
BL2068,increment5,2013-07-09
BL2068,increment6,2013-07-10
BL2068,increment7,2013-07-11
BL2068,increment8,2013-07-12
BL2068,increment9,2013-07-13
BL2069,increment1,2013-07-05
BL2069,increment10,2013-07-14
BL2069,increment11,2013-07-15
BL2069,increment12,2013-07-16
BL2069,increment13,2013-07-17
BL2069,increment14,2013-07-18
BL2069,increment15,2013-07-19
BL2069,increment16,2013-07-20
BL2069,increment17,2013-07-21
BL2069,increment18,2013-07-22
BL2069,increment19,2013-07-23
BL2069,increment2,2013-07-06
BL2069,increment20,2013-07-24
BL2069,increment21,2013-07-25
BL2069,increment3,2013-07-07
BL2069,increment4,2013-07-08
BL2069,increment5,2013-07-09
BL2069,increment6,2013-07-10
BL2069,increment7,2013-07-11
BL2069,increment8,2013-07-12
BL2069,increment9,2013-07-13
BL2070,increment1,2013-07-05
BL2070,increment10,2013-07-14
BL2070,increment11,2013-07-15
BL2070,increment12,2013-07-16
BL2070,increment13,2013-07-17
BL2070,increment14,2013-07-18
BL2070,increment15,2013-07-19
BL2070,increment16,2013-07-20
BL2070,increment17,2013-07-21
BL2070,increment18,2013-07-22
BL2070,increment19,2013-07-23
BL2070,increment2,2013-07-06
BL2070,increment20,2013-07-24
BL2070,increment21,2013-07-25
BL2070,increment3,2013-07-07
BL2070,increment4,2013-07-08
BL2070,increment5,2013-07-09
BL2070,increment6,2013-07-10
BL2070,increment7,2013-07-11
BL2070,increment8,2013-07-12
BL2070,increment9,2013-07-13
BL2071,increment1,2013-07-05
BL2071,increment10,2013-07-14
BL2071,increment11,2013-07-15
BL2071,increment12,2013-07-16
BL2071,increment13,2013-07-17
BL2071,increment14,2013-07-18
BL2071,increment15,2013-07-19
BL2071,increment16,2013-07-20
BL2071,increment17,2013-07-21
BL2071,increment18,2013-07-22
BL2071,increment19,2013-07-23
BL2071,increment2,2013-07-06
BL2071,increment20,2013-07-24
BL2071,increment21,2013-07-25
BL2071,increment3,2013-07-07
BL2071,increment4,2013-07-08
BL2071,increment5,2013-07-09
BL2071,increment6,2013-07-10
BL2071,increment7,2013-07-11
BL2071,increment8,2013-07-12
BL2071,increment9,2013-07-13
BL2073,increment1,2013-07-05
BL2073,increment10,2013-07-14
BL2073,increment11,2013-07-15
BL2073,increment12,2013-07-16
BL2073,increment13,2013-07-17
BL2073,increment14,2013-07-18
BL2073,increment15,2013-07-19
BL2073,increment16,2013-07-20
BL2073,increment17,2013-07-21
BL2073,increment18,2013-07-22
BL2073,increment19,2013-07-23
BL2073,increment2,2013-07-06
BL2073,increment20,2013-07-24
BL2073,increment21,2013-07-25
BL2073,increment3,2013-07-07
BL2073,increment4,2013-07-08
BL2073,increment5,2013-07-09
BL2073,increment6,2013-07-10
BL2073,increment7,2013-07-11
BL2073,increment8,2013-07-12
BL2073,increment9,2013-07-13
BL2077,increment1,2013-07-04
BL2077,increment10,2013-07-13
BL2077,increment11,2013-07-14
BL2077,increment12,2013-07-15
BL2077,increment13,2013-07-16
BL2077,increment14,2013-07-17
BL2077,increment15,2013-07-18
BL2077,increment16,2013-07-19
BL2077,increment17,2013-07-20
BL2077,increment18,2013-07-21
BL2077,increment19,2013-07-22
BL2077,increment2,2013-07-05
BL2077,increment20,2013-07-23
BL2077,increment21,2013-07-24
BL2077,increment3,2013-07-06
BL2077,increment4,2013-07-07
BL2077,increment5,2013-07-08
BL2077,increment6,2013-07-09
BL2077,increment7,2013-07-10
BL2077,increment8,2013-07-11
BL2077,increment9,2013-07-12
BL2079,increment1,2013-07-04
BL2079,increment10,2013-07-13
BL2079,increment11,2013-07-14
BL2079,increment12,2013-07-15
BL2079,increment13,2013-07-16
BL2079,increment14,2013-07-17
BL2079,increment15,2013-07-18
BL2079,increment16,2013-07-19
BL2079,increment17,2013-07-20
BL2079,increment18,2013-07-21
BL2079,increment19,2013-07-22
BL2079,increment2,2013-07-05
BL2079,increment20,2013-07-23
BL2079,increment21,2013-07-24
BL2079,increment3,2013-07-06
BL2079,increment4,2013-07-07
BL2079,increment5,2013-07-08
BL2079,increment6,2013-07-09
BL2079,increment7,2013-07-10
BL2079,increment8,2013-07-11
BL2079,increment9,2013-07-12
BL2080,increment1,2013-07-04
BL2080,increment10,2013-07-13
BL2080,increment11,2013-07-14
BL2080,increment12,2013-07-15
BL2080,increment13,2013-07-16
BL2080,increment14,2013-07-17
BL2080,increment15,2013-07-18
BL2080,increment16,2013-07-19
BL2080,increment17,2013-07-20
BL2080,increment18,2013-07-21
BL2080,increment19,2013-07-22
BL2080,increment2,2013-07-05
BL2080,increment20,2013-07-23
BL2080,increment21,2013-07-24
BL2080,increment3,2013-07-06
BL2080,increment4,2013-07-07
BL2080,increment5,2013-07-08
BL2080,increment6,2013-07-09
BL2080,increment7,2013-07-10
BL2080,increment8,2013-07-11
BL2080,increment9,2013-07-12
BL2083,increment1,2013-07-04
BL2083,increment10,2013-07-13
BL2083,increment11,2013-07-14
BL2083,increment12,2013-07-15
BL2083,increment13,2013-07-16
BL2083,increment14,2013-07-17
BL2083,increment15,2013-07-18
BL2083,increment16,2013-07-19
BL2083,increment17,2013-07-20
BL2083,increment18,2013-07-21
BL2083,increment19,2013-07-22
BL2083,increment2,2013-07-05
BL2083,increment20,2013-07-23
BL2083,increment21,2013-07-24
BL2083,increment3,2013-07-06
BL2083,increment4,2013-07-07
BL2083,increment5,2013-07-08
BL2083,increment6,2013-07-09
BL2083,increment7,2013-07-10
BL2083,increment8,2013-07-11
BL2083,increment9,2013-07-12
BL2088,increment1,2013-08-08
BL2088,increment10,2013-08-17
BL2088,increment11,2013-08-18
BL2088,increment12,2013-08-19
BL2088,increment13,2013-08-20
BL2088,increment14,2013-08-21
BL2088,increment15,2013-08-22
BL2088,increment16,2013-08-23
BL2088,increment17,2013-08-24
BL2088,increment18,2013-08-25
BL2088,increment19,2013-08-26
BL2088,increment2,2013-08-09
BL2088,increment20,2013-08-27
BL2088,increment21,2013-08-28
BL2088,increment3,2013-08-10
BL2088,increment4,2013-08-11
BL2088,increment5,2013-08-12
BL2088,increment6,2013-08-13
BL2088,increment7,2013-08-14
BL2088,increment8,2013-08-15
BL2088,increment9,2013-08-16
BL2089,increment1,2013-08-08
BL2089,increment10,2013-08-17
BL2089,increment11,2013-08-18
BL2089,increment12,2013-08-19
BL2089,increment13,2013-08-20
BL2089,increment14,2013-08-21
BL2089,increment15,2013-08-22
BL2089,increment16,2013-08-23
BL2089,increment17,2013-08-24
BL2089,increment18,2013-08-25
BL2089,increment19,2013-08-26
BL2089,increment2,2013-08-09
BL2089,increment20,2013-08-27
BL2089,increment21,2013-08-28
BL2089,increment3,2013-08-10
BL2089,increment4,2013-08-11
BL2089,increment5,2013-08-12
BL2089,increment6,2013-08-13
BL2089,increment7,2013-08-14
BL2089,increment8,2013-08-15
BL2089,increment9,2013-08-16
BL2093,increment1,2013-08-08
BL2093,increment10,2013-08-17
BL2093,increment11,2013-08-18
BL2093,increment12,2013-08-19
BL2093,increment13,2013-08-20
BL2093,increment14,2013-08-21
BL2093,increment15,2013-08-22
BL2093,increment16,2013-08-23
BL2093,increment17,2013-08-24
BL2093,increment18,2013-08-25
BL2093,increment19,2013-08-26
BL2093,increment2,2013-08-09
BL2093,increment20,2013-08-27
BL2093,increment21,2013-08-28
BL2093,increment3,2013-08-10
BL2093,increment4,2013-08-11
BL2093,increment5,2013-08-12
BL2093,increment6,2013-08-13
BL2093,increment7,2013-08-14
BL2093,increment8,2013-08-15
BL2093,increment9,2013-08-16
BL2096,increment1,2013-08-08
BL2096,increment10,2013-08-17
BL2096,increment11,2013-08-18
BL2096,increment12,2013-08-19
BL2096,increment13,2013-08-20
BL2096,increment14,2013-08-21
BL2096,increment15,2013-08-22
BL2096,increment16,2013-08-23
BL2096,increment17,2013-08-24
BL2096,increment18,2013-08-25
BL2096,increment19,2013-08-26
BL2096,increment2,2013-08-09
BL2096,increment20,2013-08-27
BL2096,increment21,2013-08-28
BL2096,increment3,2013-08-10
BL2096,increment4,2013-08-11
BL2096,increment5,2013-08-12
BL2096,increment6,2013-08-13
BL2096,increment7,2013-08-14
BL2096,increment8,2013-08-15
BL2096,increment9,2013-08-16
BL2097,increment1,2013-08-07
BL2097,increment10,2013-08-16
BL2097,increment11,2013-08-17
BL2097,increment12,2013-08-18
BL2097,increment13,2013-08-19
BL2097,increment14,2013-08-20
BL2097,increment15,2013-08-21
BL2097,increment16,2013-08-22
BL2097,increment17,2013-08-23
BL2097,increment18,2013-08-24
BL2097,increment19,2013-08-25
BL2097,increment2,2013-08-08
BL2097,increment20,2013-08-26
BL2097,increment21,2013-08-27
BL2097,increment3,2013-08-09
BL2097,increment4,2013-08-10
BL2097,increment5,2013-08-11
BL2097,increment6,2013-08-12
BL2097,increment7,2013-08-13
BL2097,increment8,2013-08-14
BL2097,increment9,2013-08-15
BL2098,increment1,2013-08-07
BL2098,increment10,2013-08-16
BL2098,increment11,2013-08-17
BL2098,increment12,2013-08-18
BL2098,increment13,2013-08-19
BL2098,increment14,2013-08-20
BL2098,increment15,2013-08-21
BL2098,increment16,2013-08-22
BL2098,increment17,2013-08-23
BL2098,increment18,2013-08-24
BL2098,increment19,2013-08-25
BL2098,increment2,2013-08-08
BL2098,increment20,2013-08-26
BL2098,increment21,2013-08-27
BL2098,increment3,2013-08-09
BL2098,increment4,2013-08-10
BL2098,increment5,2013-08-11
BL2098,increment6,2013-08-12
BL2098,increment7,2013-08-13
BL2098,increment8,2013-08-14
BL2098,increment9,2013-08-15
BL2101,increment1,2013-08-07
BL2101,increment10,2013-08-16
BL2101,increment11,2013-08-17
BL2101,increment12,2013-08-18
BL2101,increment13,2013-08-19
BL2101,increment14,2013-08-20
BL2101,increment15,2013-08-21
BL2101,increment16,2013-08-22
BL2101,increment17,2013-08-23
BL2101,increment18,2013-08-24
BL2101,increment19,2013-08-25
BL2101,increment2,2013-08-08
BL2101,increment20,2013-08-26
BL2101,increment21,2013-08-27
BL2101,increment3,2013-08-09
BL2101,increment4,2013-08-10
BL2101,increment5,2013-08-11
BL2101,increment6,2013-08-12
BL2101,increment7,2013-08-13
BL2101,increment8,2013-08-14
BL2101,increment9,2013-08-15
BL2102,increment1,2013-08-07
BL2102,increment10,2013-08-16
BL2102,increment11,2013-08-17
BL2102,increment12,2013-08-18
BL2102,increment13,2013-08-19
BL2102,increment14,2013-08-20
BL2102,increment15,2013-08-21
BL2102,increment16,2013-08-22
BL2102,increment17,2013-08-23
BL2102,increment18,2013-08-24
BL2102,increment19,2013-08-25
BL2102,increment2,2013-08-08
BL2102,increment20,2013-08-26
BL2102,increment21,2013-08-27
BL2102,increment3,2013-08-09
BL2102,increment4,2013-08-10
BL2102,increment5,2013-08-11
BL2102,increment6,2013-08-12
BL2102,increment7,2013-08-13
BL2102,increment8,2013-08-14
BL2102,increment9,2013-08-15
BL2104,increment1,2013-08-07
BL2104,increment10,2013-08-16
BL2104,increment11,2013-08-17
BL2104,increment12,2013-08-18
BL2104,increment13,2013-08-19
BL2104,increment14,2013-08-20
BL2104,increment15,2013-08-21
BL2104,increment16,2013-08-22
BL2104,increment17,2013-08-23
BL2104,increment18,2013-08-24
BL2104,increment19,2013-08-25
BL2104,increment2,2013-08-08
BL2104,increment20,2013-08-26
BL2104,increment21,2013-08-27
BL2104,increment3,2013-08-09
BL2104,increment4,2013-08-10
BL2104,increment5,2013-08-11
BL2104,increment6,2013-08-12
BL2104,increment7,2013-08-13
BL2104,increment8,2013-08-14
BL2104,increment9,2013-08-15
BL2107,increment1,2013-08-10
BL2107,increment10,2013-08-19
BL2107,increment11,2013-08-20
BL2107,increment12,2013-08-21
BL2107,increment13,2013-08-22
BL2107,increment14,2013-08-23
BL2107,increment15,2013-08-24
BL2107,increment16,2013-08-25
BL2107,increment17,2013-08-26
BL2107,increment18,2013-08-27
BL2107,increment19,2013-08-28
BL2107,increment2,2013-08-11
BL2107,increment20,2013-08-29
BL2107,increment21,2013-08-30
BL2107,increment3,2013-08-12
BL2107,increment4,2013-08-13
BL2107,increment5,2013-08-14
BL2107,increment6,2013-08-15
BL2107,increment7,2013-08-16
BL2107,increment8,2013-08-17
BL2107,increment9,2013-08-18
BL2108,increment1,2013-08-10
BL2108,increment10,2013-08-19
BL2108,increment11,2013-08-20
BL2108,increment12,2013-08-21
BL2108,increment13,2013-08-22
BL2108,increment14,2013-08-23
BL2108,increment15,2013-08-24
BL2108,increment16,2013-08-25
BL2108,increment17,2013-08-26
BL2108,increment18,2013-08-27
BL2108,increment19,2013-08-28
BL2108,increment2,2013-08-11
BL2108,increment20,2013-08-29
BL2108,increment21,2013-08-30
BL2108,increment3,2013-08-12
BL2108,increment4,2013-08-13
BL2108,increment5,2013-08-14
BL2108,increment6,2013-08-15
BL2108,increment7,2013-08-16
BL2108,increment8,2013-08-17
BL2108,increment9,2013-08-18
BL2110,increment1,2013-08-10
BL2110,increment10,2013-08-19
BL2110,increment11,2013-08-20
BL2110,increment12,2013-08-21
BL2110,increment13,2013-08-22
BL2110,increment14,2013-08-23
BL2110,increment15,2013-08-24
BL2110,increment16,2013-08-25
BL2110,increment17,2013-08-26
BL2110,increment18,2013-08-27
BL2110,increment19,2013-08-28
BL2110,increment2,2013-08-11
BL2110,increment20,2013-08-29
BL2110,increment21,2013-08-30
BL2110,increment3,2013-08-12
BL2110,increment4,2013-08-13
BL2110,increment5,2013-08-14
BL2110,increment6,2013-08-15
BL2110,increment7,2013-08-16
BL2110,increment8,2013-08-17
BL2110,increment9,2013-08-18
BL2111,increment1,2013-08-10
BL2111,increment10,2013-08-19
BL2111,increment11,2013-08-20
BL2111,increment12,2013-08-21
BL2111,increment13,2013-08-22
BL2111,increment14,2013-08-23
BL2111,increment15,2013-08-24
BL2111,increment16,2013-08-25
BL2111,increment17,2013-08-26
BL2111,increment18,2013-08-27
BL2111,increment19,2013-08-28
BL2111,increment2,2013-08-11
BL2111,increment20,2013-08-29
BL2111,increment21,2013-08-30
BL2111,increment3,2013-08-12
BL2111,increment4,2013-08-13
BL2111,increment5,2013-08-14
BL2111,increment6,2013-08-15
BL2111,increment7,2013-08-16
BL2111,increment8,2013-08-17
BL2111,increment9,2013-08-18
BL2113,increment1,2013-08-10
BL2113,increment10,2013-08-19
BL2113,increment11,2013-08-20
BL2113,increment12,2013-08-21
BL2113,increment13,2013-08-22
BL2113,increment14,2013-08-23
BL2113,increment15,2013-08-24
BL2113,increment16,2013-08-25
BL2113,increment17,2013-08-26
BL2113,increment18,2013-08-27
BL2113,increment19,2013-08-28
BL2113,increment2,2013-08-11
BL2113,increment20,2013-08-29
BL2113,increment21,2013-08-30
BL2113,increment3,2013-08-12
BL2113,increment4,2013-08-13
BL2113,increment5,2013-08-14
BL2113,increment6,2013-08-15
BL2113,increment7,2013-08-16
BL2113,increment8,2013-08-17
BL2113,increment9,2013-08-18
BL2115,increment1,2013-08-10
BL2115,increment10,2013-08-19
BL2115,increment11,2013-08-20
BL2115,increment12,2013-08-21
BL2115,increment13,2013-08-22
BL2115,increment14,2013-08-23
BL2115,increment15,2013-08-24
BL2115,increment16,2013-08-25
BL2115,increment17,2013-08-26
BL2115,increment18,2013-08-27
BL2115,increment19,2013-08-28
BL2115,increment2,2013-08-11
BL2115,increment20,2013-08-29
BL2115,increment21,2013-08-30
BL2115,increment3,2013-08-12
BL2115,increment4,2013-08-13
BL2115,increment5,2013-08-14
BL2115,increment6,2013-08-15
BL2115,increment7,2013-08-16
BL2115,increment8,2013-08-17
BL2115,increment9,2013-08-18
BL2116,increment1,2013-08-10
BL2116,increment10,2013-08-19
BL2116,increment11,2013-08-20
BL2116,increment12,2013-08-21
BL2116,increment13,2013-08-22
BL2116,increment14,2013-08-23
BL2116,increment15,2013-08-24
BL2116,increment16,2013-08-25
BL2116,increment17,2013-08-26
BL2116,increment18,2013-08-27
BL2116,increment19,2013-08-28
BL2116,increment2,2013-08-11
BL2116,increment20,2013-08-29
BL2116,increment21,2013-08-30
BL2116,increment3,2013-08-12
BL2116,increment4,2013-08-13
BL2116,increment5,2013-08-14
BL2116,increment6,2013-08-15
BL2116,increment7,2013-08-16
BL2116,increment8,2013-08-17
BL2116,increment9,2013-08-18
BL2120,increment1,2013-08-10
BL2120,increment10,2013-08-19
BL2120,increment11,2013-08-20
BL2120,increment12,2013-08-21
BL2120,increment13,2013-08-22
BL2120,increment14,2013-08-23
BL2120,increment15,2013-08-24
BL2120,increment16,2013-08-25
BL2120,increment17,2013-08-26
BL2120,increment18,2013-08-27
BL2120,increment19,2013-08-28
BL2120,increment2,2013-08-11
BL2120,increment20,2013-08-29
BL2120,increment21,2013-08-30
