FISHID,Year,Month,SL_mm,WholeBodyWW_g,TOTAL_Liver_WW_g,Heatwave,logSL,logWeight,HSI,HSI_numeric,LWResiduals_All
BL0781,2010,7,48,1.3367,0.0026,Before,3.871201011,0.29020389,0.194508865,0.194508865,0.258597234
BL0999,2012,7,35.08,0.3781,7.00E-04,Before,3.557631168,-0.972596568,0.185136207,0.185136207,-0.043080359
BL0882,2010,8,57,1.865,0.0035,Before,4.043051268,0.623261053,0.18766756,0.18766756,0.064916209
BL2124,2013,8,83,5.525,0.0103,Before,4.418840608,1.709283247,0.186425339,0.186425339,-0.000893428
BL0201,2009,8,49,1.1777,0.0022,Before,3.891820298,0.163563384,0.186804789,0.186804789,0.068756555
BL0206,2009,8,48,0.7514,0.0014,Before,3.871201011,-0.285817146,0.186318871,0.186318871,-0.317423801
BL2439,2012,8,48,1.19755,0.00222,Before,3.871201011,0.180277803,0.185378481,0.185378481,0.148671148
BL0019,2009,8,71,4.5254,0.0083,Before,4.262679877,1.509705971,0.183409201,0.183409201,0.278177521
BL0910,2012,8,72.07,3.0573,0.0055,Before,4.277637869,1.117532174,0.179897295,0.179897295,-0.159844015
BL0254,2006,8,64,2.6127,0.0047,Before,4.158883083,0.960384169,0.179890535,0.179890535,0.047003251
BL2325,2017,7,35,0.3748,7.00E-04,Between,3.555348061,-0.981362729,0.186766275,0.186766275,-0.044848572
BL2046,2013,7,42,0.777,0.0014,Before,3.737669618,-0.252314929,0.18018018,0.18018018,0.125365461
BL2259,2017,8,79,5.094,0.009,Between,4.369447852,1.628063377,0.176678445,0.176678445,0.069280426
BL0506,2006,8,77,4.5898,0.008,Before,4.343805422,1.52383645,0.174299534,0.174299534,0.043650109
BL2311,2015,7,46,1.027,0.0018,Heatwave,3.828641396,0.026641931,0.17526777,0.17526777,0.125484741
BL2265,2017,8,76,4.254,0.0074,Between,4.33073334,1.447859717,0.173953926,0.173953926,0.00774061
BL0255,2006,8,60,2.2539,0.0038,Before,4.094344562,0.812662049,0.168596655,0.168596655,0.097098139
BL2272,2017,8,91,7.4966,0.0124,Between,4.510859507,2.014449584,0.165408318,0.165408318,0.022225801
BL2101,2013,8,78,3.9715,0.0065,Before,4.356708827,1.379143857,0.163666121,0.163666121,-0.140592708
BL2262,2017,8,87,6.4395,0.0105,Between,4.465908119,1.862450897,0.163056138,0.163056138,0.008007604
BL0881,2010,8,77,5.2236,0.0083,Before,4.343805422,1.653186819,0.158894249,0.158894249,0.173000478
BL0268,2006,8,67,3.3591,0.0053,Before,4.204692619,1.211673081,0.157780358,0.157780358,0.157881363
BL0548,2008,8,62,1.6029,0.0025,Before,4.127134385,0.471814489,0.155967309,0.155967309,-0.344253501
BL0670,2008,8,70,2.3132,0.0036,Before,4.248495242,0.838631847,0.155628566,0.155628566,-0.349419281
BL0539,2008,8,70,2.3854,0.0037,Before,4.248495242,0.869366825,0.155110254,0.155110254,-0.318684303
BL0840,2010,7,45,0.9034,0.0014,Before,3.80666249,-0.101589856,0.154970113,0.154970113,0.064620497
BL0932,2012,8,55.07,1.4934,0.0023,Before,4.008605103,0.4010554,0.154010982,0.154010982,-0.051708512
BL0666,2008,8,68,2.1481,0.0032,Before,4.219507705,0.76458373,0.148968856,0.148968856,-0.334617704
BL0272,2006,8,61,2.8566,0.0042,Before,4.110873864,1.049632106,0.147027935,0.147027935,0.283404236
BL0965,2012,8,55.06,1.6804,0.0025,Before,4.0084235,0.51903186,0.148774101,0.148774101,0.066824582
BL2266,2017,8,82,5.206,0.0076,Between,4.406719247,1.649811807,0.145985401,0.145985401,-0.023211689
BL0058,2009,7,43,0.7645,0.0011,Before,3.761200116,-0.268533254,0.143884892,0.143884892,0.037023813
BL2067,2013,7,50,0.9931,0.0014,Before,3.912023005,-0.006923915,0.140972712,0.140972712,-0.163654058
BL2062,2013,7,48,0.9171,0.0013,Before,3.871201011,-0.086538761,0.141751172,0.141751172,-0.118145417
BL0643,2008,8,71,2.6762,0.0038,Before,4.262679877,0.984397878,0.141992377,0.141992377,-0.247130572
BL0724,2007,8,48,0.6364,9.00E-04,Before,3.871201011,-0.451927983,0.14142049,0.14142049,-0.483534638
BL2441,2012,7,40,0.59564,0.00083,Before,3.688879454,-0.518118821,0.139345914,0.139345914,0.009108291
BL2051,2013,7,48,1.319,0.0018,Before,3.871201011,0.276873874,0.13646702,0.13646702,0.245267218
BL0588,2008,8,50,0.7201,0.001,Before,3.912023005,-0.328365188,0.138869601,0.138869601,-0.485095331
BL0883,2010,8,75,4.6495,0.0062,Before,4.317488114,1.536759687,0.133347672,0.133347672,0.137238522
BL0663,2008,8,70,2.0442,0.0027,Before,4.248495242,0.715006515,0.13208101,0.13208101,-0.473044613
BL0139,2009,8,56,1.9068,0.0025,Before,4.025351691,0.645426444,0.131109713,0.131109713,0.141332571
BL0885,2010,8,65,3.1669,0.0041,Before,4.17438727,1.152753191,0.129464145,0.129464145,0.191850394
BL0875,2010,7,50,1.402,0.0018,Before,3.912023005,0.337899789,0.128388017,0.128388017,0.181169646
BL0245,2009,7,40,0.7048,9.00E-04,Before,3.688879454,-0.349841204,0.1276958,0.1276958,0.177385908
BL0880,2010,8,64,2.8347,0.0036,Before,4.158883083,1.041936111,0.126997566,0.126997566,0.128555193
BL2142,2014,7,45,0.7441,9.00E-04,Heatwave,3.80666249,-0.295579845,0.120951485,0.120951485,-0.129369492
BL2285,2017,8,76,4.106,0.0051,Between,4.33073334,1.412449319,0.124208475,0.124208475,-0.027669788
BL2119,2013,8,92,9.2426,0.0113,Before,4.521788577,2.223823231,0.12225997,0.12225997,0.198100756
BL0247,2009,7,39,0.6556,8.00E-04,Before,3.663561646,-0.422204432,0.122025625,0.122025625,0.182624288
BL0722,2007,8,52,0.6612,8.00E-04,Before,3.951243719,-0.413698913,0.120992136,0.120992136,-0.690644456
BL0073,2009,7,40,0.5057,6.00E-04,Before,3.688879454,-0.681811671,0.118647419,0.118647419,-0.154584559
BL0074,2009,7,32,0.4319,5.00E-04,Before,3.465735903,-0.839561199,0.115767539,0.115767539,0.371623168
BL2278,2017,8,84,5.5913,0.0065,Between,4.430816799,1.721211818,0.116252034,0.116252034,-0.025673077
BL0278,2006,8,65,2.7814,0.0032,Before,4.17438727,1.022954398,0.115049975,0.115049975,0.0620516
BL2127,2015,7,46,0.9111,0.001,Heatwave,3.828641396,-0.093102618,0.109757436,0.109757436,0.005740192
BL0887,2010,8,70,3.5078,0.004,Before,4.248495242,1.25498906,0.114031587,0.114031587,0.066937932
BL0642,2008,8,79,3.4427,0.0039,Before,4.369447852,1.236256047,0.113283179,0.113283179,-0.322526903
BL0540,2008,8,90,4.6832,0.0052,Before,4.49980967,1.543981637,0.11103519,0.11103519,-0.414373295
BL0274,2006,8,74,4.9042,0.0054,Before,4.304065093,1.590091981,0.110109702,0.110109702,0.231713713
BL0837,2010,7,46,1.1824,0.0013,Before,3.828641396,0.167546271,0.109945873,0.109945873,0.266389081
BL0140,2009,8,62,2.5818,0.0028,Before,4.127134385,0.94848683,0.108451468,0.108451468,0.13241884
BL2076,2013,7,44,0.871,9.00E-04,Before,3.784189634,-0.138113302,0.103329506,0.103329506,0.096978597
BL0838,2010,7,48,1.2295,0.0013,Before,3.871201011,0.206607583,0.105734038,0.105734038,0.175000927
BL0668,2008,8,73,2.4697,0.0026,Before,4.290459441,0.904096686,0.105275944,0.105275944,-0.412578901
BL0549,2008,8,72,2.4021,0.0025,Before,4.276666119,0.876343355,0.104075601,0.104075601,-0.398054323
BL0736,2007,8,42,0.594,6.00E-04,Before,3.737669618,-0.52087596,0.101010101,0.101010101,-0.14319557
BL0859,2010,7,40,0.6952,7.00E-04,Before,3.688879454,-0.363555705,0.100690449,0.100690449,0.163671407
BL0538,2008,8,85,3.9843,0.004,Before,4.442651256,1.382361638,0.100394047,0.100394047,-0.400797051
BL0661,2008,8,76,2.7026,0.0027,Before,4.33073334,0.994214273,0.099903796,0.099903796,-0.445904834
BL0779,2010,7,50,1.3156,0.0013,Before,3.912023005,0.274292835,0.098814229,0.098814229,0.117562693
BL0783,2010,7,48,1.2252,0.0012,Before,3.871201011,0.203104096,0.097943193,0.097943193,0.17149744
BL0720,2007,8,50,0.723,7.00E-04,Before,3.912023005,-0.324346057,0.096818811,0.096818811,-0.4810762
BL0871,2010,7,46,1.0341,0.001,Before,3.828641396,0.033531483,0.096702447,0.096702447,0.132374293
BL0380,2006,8,72,3.9537,0.0038,Before,4.276666119,1.374651849,0.096112502,0.096112502,0.100254172
BL0851,2010,7,41,0.8325,8.00E-04,Before,3.713572067,-0.183322057,0.096096096,0.096096096,0.268219733
BL0648,2008,8,77,3.0421,0.0029,Before,4.343805422,1.112548066,0.095328885,0.095328885,-0.367638275
BL2084,2013,7,54,1.0552,0.001,Before,3.988984047,0.053730322,0.094768764,0.094768764,-0.338893092
BL0729,2007,8,50,0.765,7.00E-04,Before,3.912023005,-0.267879445,0.091503268,0.091503268,-0.424609588
BL0867,2010,7,40,0.6572,6.00E-04,Before,3.688879454,-0.419766893,0.091296409,0.091296409,0.107460219
BL0450,2006,8,58,2.104,0.0019,Before,4.060443011,0.743840295,0.090304183,0.090304183,0.132188024
BL0141,2009,8,77,5.326,0.0048,Before,4.343805422,1.672600487,0.09012392,0.09012392,0.192414146
BL0725,2007,8,45,0.5561,5.00E-04,Before,3.80666249,-0.586807145,0.089911886,0.089911886,-0.420596792
BL0784,2010,7,46,1.1176,0.001,Before,3.828641396,0.111183529,0.089477452,0.089477452,0.210026339
BL0802,2010,7,45,1.0096,9.00E-04,Before,3.80666249,0.009554213,0.089144216,0.089144216,0.175764566
BL0835,2010,7,48,1.2422,0.0011,Before,3.871201011,0.216884001,0.088552568,0.088552568,0.185277346
BL0664,2008,8,66,1.8216,0.0016,Before,4.189654742,0.599715236,0.08783487,0.08783487,-0.407983888
BL2165,2014,7,50,1.1525,0.001,Heatwave,3.912023005,0.141933496,0.086767896,0.086767896,-0.014796647
BL2150,2014,7,48,1.0616,9.00E-04,Heatwave,3.871201011,0.059777204,0.084777694,0.084777694,0.028170548
BL0545,2008,8,80,3.5461,0.0031,Before,4.382026635,1.265848408,0.087419983,0.087419983,-0.331489765
BL0597,2008,8,78,3.4461,0.003,Before,4.356708827,1.237243157,0.087054932,0.087054932,-0.282493408
BL0886,2010,8,61,2.4187,0.0021,Before,4.110873864,0.883230206,0.0868235,0.0868235,0.117002335
BL0635,2008,8,86,4.3906,0.0038,Before,4.454347296,1.479465892,0.086548536,0.086548536,-0.339542327
BL0586,2008,8,45,0.578,5.00E-04,Before,3.80666249,-0.54818141,0.08650519,0.08650519,-0.381971058
BL2273,2017,8,80,5.7639,0.005,Between,4.382026635,1.751614329,0.086746821,0.086746821,0.154276156
BL0888,2010,8,74,4.81,0.0041,Before,4.304065093,1.570697084,0.085239085,0.085239085,0.212318816
BL0728,2007,8,65,1.7652,0.0015,Before,4.17438727,0.568263998,0.084976207,0.084976207,-0.392638799
BL0818,2010,7,44,0.9454,8.00E-04,Before,3.784189634,-0.056147161,0.084620267,0.084620267,0.178944738
BL0219,2009,7,44,0.8297,7.00E-04,Before,3.784189634,-0.186691089,0.084367844,0.084367844,0.048400809
BL0547,2008,8,59,1.5412,0.0013,Before,4.077537444,0.432561334,0.084349857,0.084349857,-0.231487081
BL0876,2010,7,52,1.5677,0.0013,Before,3.951243719,0.449609577,0.082924029,0.082924029,0.172664034
BL0655,2008,8,77,2.6714,0.0022,Before,4.343805422,0.98260268,0.082353822,0.082353822,-0.497583662
BL0706,2008,8,75,2.4289,0.002,Before,4.317488114,0.88743848,0.082341801,0.082341801,-0.512082685
BL0246,2009,7,44,0.8516,7.00E-04,Before,3.784189634,-0.160638346,0.082198215,0.082198215,0.074453553
BL0214,2009,7,44,0.7313,6.00E-04,Before,3.784189634,-0.312931507,0.082045672,0.082045672,-0.077839608
BL0718,2007,8,58,0.6135,5.00E-04,Before,4.060443011,-0.488575015,0.081499593,0.081499593,-1.100227286
BL2077,2013,7,50,1.2496,0.001,Before,3.912023005,0.2228235,0.080025608,0.080025608,0.066093357
BL0340,2006,8,108,14.9817,0.0121,Before,4.682131227,2.706829456,0.0807652,0.0807652,0.189640756
BL0667,2008,8,68,1.9812,0.0016,Before,4.219507705,0.683702722,0.080759136,0.080759136,-0.415498713
BL0785,2010,7,50,1.4943,0.0012,Before,3.912023005,0.40165787,0.08030516,0.08030516,0.244927727
BL0857,2010,7,43,0.8759,7.00E-04,Before,3.761200116,-0.13250335,0.079917799,0.079917799,0.173053717
BL0345,2006,8,82,6.3915,0.0051,Before,4.406719247,1.854968983,0.079793476,0.079793476,0.181945487
BL0609,2008,8,70,2.3812,0.0019,Before,4.248495242,0.867604562,0.079791702,0.079791702,-0.320446566
BL0521,2006,8,73,4.262,0.0034,Before,4.290459441,1.449738534,0.079774754,0.079774754,0.133062947
BL2455,2012,7,38,0.57778,0.00046,Before,3.63758616,-0.548562106,0.079615078,0.079615078,0.135884073
BL0889,2010,8,76,5.6717,0.0045,Before,4.33073334,1.735488896,0.079341291,0.079341291,0.29536979
BL0816,2010,7,54,1.7765,0.0014,Before,3.988984047,0.574645136,0.078806642,0.078806642,0.182021722
BL0221,2009,7,33,0.2545,2.00E-04,Before,3.496507561,-1.368454443,0.078585462,0.078585462,-0.251588281
BL0657,2008,8,65,1.7839,0.0014,Before,4.17438727,0.578801979,0.078479735,0.078479735,-0.382100819
BL0614,2008,8,72,2.0399,0.0016,Before,4.276666119,0.712900787,0.078435217,0.078435217,-0.561496891
BL0856,2010,7,43,0.8943,7.00E-04,Before,3.761200116,-0.11171399,0.07827351,0.07827351,0.193843077
BL0213,2009,7,40,0.6407,5.00E-04,Before,3.688879454,-0.44519395,0.078039644,0.078039644,0.082033162
BL0522,2006,8,73,3.7349,0.0029,Before,4.290459441,1.317721044,0.077645988,0.077645988,0.001045458
BL0626,2008,8,95,5.3021,0.0041,Before,4.553876892,1.668102968,0.077327851,0.077327851,-0.455973393
BL0546,2008,8,81,3.8896,0.003,Before,4.394449155,1.358306325,0.077128754,0.077128754,-0.277108112
BL0834,2010,7,54,1.8393,0.0014,Before,3.988984047,0.609385064,0.076115914,0.076115914,0.21676165
BL0847,2010,7,43,0.921,7.00E-04,Before,3.761200116,-0.082295243,0.076004343,0.076004343,0.223261824
BL0843,2010,7,45,1.0594,8.00E-04,Before,3.80666249,0.05770271,0.075514442,0.075514442,0.223913063
BL0890,2010,8,79,5.5883,0.0042,Before,4.369447852,1.720675126,0.075157024,0.075157024,0.161892176
BL2125,2013,8,93,9.8656,0.0074,Before,4.532599493,2.289053959,0.075008109,0.075008109,0.230194947
BL0388,2006,8,66,2.9489,0.0022,Before,4.189654742,1.081432219,0.07460409,0.07460409,0.073733096
BL0541,2008,8,82,3.7562,0.0028,Before,4.406719247,1.323407808,0.074543422,0.074543422,-0.349615687
BL0366,2006,8,62,2.5786,0.0019,Before,4.127134385,0.947246616,0.073683394,0.073683394,0.131178626
BL2156,2014,7,48,1.0833,8.00E-04,Heatwave,3.871201011,0.080011938,0.073848426,0.073848426,0.048405282
BL0575,2008,8,60,1.3576,0.001,Before,4.094344562,0.305718435,0.073659399,0.073659399,-0.409845475
BL0595,2008,8,78,3.1623,0.0023,Before,4.356708827,1.151299611,0.072731872,0.072731872,-0.368436954
BL0673,2008,8,65,1.6502,0.0012,Before,4.17438727,0.500896493,0.072718458,0.072718458,-0.460006305
BL0646,2008,8,75,2.6143,0.0019,Before,4.317488114,0.960996375,0.072677198,0.072677198,-0.43852479
BL0323,2006,8,87,8.2834,0.006,Before,4.465908119,2.114253512,0.072434025,0.072434025,0.259810219
BL0839,2010,7,45,0.9678,7.00E-04,Before,3.80666249,-0.032729825,0.072328994,0.072328994,0.133480528
BL0711,2007,8,65,1.3834,0.001,Before,4.17438727,0.324544237,0.072285673,0.072285673,-0.63635856
BL0656,2008,8,64,1.5241,0.0011,Before,4.158883083,0.421404072,0.072173742,0.072173742,-0.491976847
BL0594,2008,8,76,3.0551,0.0022,Before,4.33073334,1.116812325,0.072010736,0.072010736,-0.323306782
BL0458,2006,8,68,3.4788,0.0025,Before,4.219507705,1.246687407,0.071863861,0.071863861,0.147485972
BL0542,2008,8,85,4.1761,0.003,Before,4.442651256,1.429377797,0.07183736,0.07183736,-0.353780893
BL0650,2008,8,63,1.5343,0.0011,Before,4.143134726,0.428074251,0.071693932,0.071693932,-0.437036382
BL0739,2007,8,48,0.5585,4.00E-04,Before,3.871201011,-0.58250066,0.071620412,0.071620412,-0.614107316
BL0891,2010,8,89,8.9516,0.0064,Before,4.48863637,2.191832287,0.071495599,0.071495599,0.267724636
BL0649,2008,8,80,3.7812,0.0027,Before,4.382026635,1.33004142,0.071405903,0.071405903,-0.267296754
BL0849,2010,7,45,0.983,7.00E-04,Before,3.80666249,-0.017146159,0.07121058,0.07121058,0.149064194
BL0638,2008,8,83,3.7953,0.0027,Before,4.418840608,1.333763459,0.071140621,0.071140621,-0.376413216
BL0846,2010,7,44,0.9898,7.00E-04,Before,3.784189634,-0.010252376,0.070721358,0.070721358,0.224839522
BL0831,2010,7,48,1.2807,9.00E-04,Before,3.871201011,0.247406803,0.070274069,0.070274069,0.215800148
BL0848,2010,7,44,0.9981,7.00E-04,Before,3.784189634,-0.001901807,0.070133253,0.070133253,0.233190091
BL0731,2007,8,49,0.7153,5.00E-04,Before,3.891820298,-0.335053244,0.069900741,0.069900741,-0.429860073
BL0653,2008,8,85,3.7234,0.0026,Before,4.442651256,1.314637229,0.069828651,0.069828651,-0.46852146
BL0836,2010,7,46,1.006,7.00E-04,Before,3.828641396,0.005982072,0.069582505,0.069582505,0.104824882
BL0623,2008,8,66,1.5839,0.0011,Before,4.189654742,0.45989016,0.069448829,0.069448829,-0.547808963
BL0413,2006,8,61,2.3068,0.0016,Before,4.110873864,0.835861283,0.069360153,0.069360153,0.069633412
BL0708,2007,8,63,1.4429,0.001,Before,4.143134726,0.366654977,0.069304872,0.069304872,-0.498455655
BL0789,2010,7,40,0.7233,5.00E-04,Before,3.688879454,-0.323931205,0.06912761,0.06912761,0.203295907
BL0833,2010,7,47,1.1626,8.00E-04,Before,3.850147602,0.150658876,0.068811285,0.068811285,0.183583021
BL0877,2010,7,50,1.457,0.001,Before,3.912023005,0.376379527,0.06863418,0.06863418,0.219649384
BL0865,2010,7,55,1.7645,0.0012,Before,4.007333185,0.567867364,0.068007934,0.068007934,0.119002008
BL0773,2007,7,44,0.5901,4.00E-04,Before,3.784189634,-0.527463265,0.067785121,0.067785121,-0.292371366
BL0852,2010,7,42,0.8889,6.00E-04,Before,3.737669618,-0.117770536,0.067499156,0.067499156,0.259909854
BL0369,2006,8,71,4.0062,0.0027,Before,4.262679877,1.387843161,0.067395537,0.067395537,0.156314711
BL0805,2010,7,43,0.8939,6.00E-04,Before,3.761200116,-0.112161367,0.067121602,0.067121602,0.1933957
BL0850,2010,7,40,0.7487,5.00E-04,Before,3.688879454,-0.28941691,0.066782423,0.066782423,0.237810202
BL0470,2006,8,65,3.1678,0.0021,Before,4.17438727,1.153037341,0.066292064,0.066292064,0.192134543
BL0671,2008,8,67,1.8191,0.0012,Before,4.204692619,0.598341873,0.065966687,0.065966687,-0.455449845
BL0423,2006,8,66,2.8934,0.0019,Before,4.189654742,1.062432281,0.06566669,0.06566669,0.054733158
BL0669,2008,8,63,1.6753,0.0011,Before,4.143134726,0.515992254,0.065659882,0.065659882,-0.349118379
BL0204,2009,8,65,2.7489,0.0018,Before,4.17438727,1.011200832,0.065480738,0.065480738,0.050298034
BL0544,2008,8,71,2.1647,0.0014,Before,4.262679877,0.772281784,0.064674089,0.064674089,-0.459246666
BL2087,2013,8,80,5.5189,0.0036,Before,4.382026635,1.708178565,0.06523039,0.06523039,0.110840392
BL0631,2008,8,69,2.0146,0.0013,Before,4.234106505,0.700420665,0.064528939,0.064528939,-0.443527547
BL0243,2009,7,40,0.7776,5.00E-04,Before,3.688879454,-0.251543026,0.064300412,0.064300412,0.275684086
BL0829,2010,7,41,0.7777,5.00E-04,Before,3.713572067,-0.251414433,0.064292144,0.064292144,0.200127357
BL0723,2007,8,55,1.0904,7.00E-04,Before,4.007333185,0.086544601,0.064196625,0.064196625,-0.362320755
BL0884,2010,8,59,3.743,0.0024,Before,4.077537444,1.319887429,0.06411969,0.06411969,0.655839014
BL0662,2008,8,76,2.4973,0.0016,Before,4.33073334,0.915210148,0.064069195,0.064069195,-0.524908959
BL0244,2009,7,42,0.7845,5.00E-04,Before,3.737669618,-0.242708707,0.063734863,0.063734863,0.134971683
BL0593,2008,8,71,2.1994,0.0014,Before,4.262679877,0.788184596,0.063653724,0.063653724,-0.443343854
BL0860,2010,7,41,0.7882,5.00E-04,Before,3.713572067,-0.238003414,0.063435676,0.063435676,0.213538376
BL0590,2008,8,85,3.9516,0.0025,Before,4.442651256,1.37412056,0.063265513,0.063265513,-0.409038129
BL0475,2006,8,67,3.6443,0.0023,Before,4.204692619,1.293164303,0.063112257,0.063112257,0.239372585
BL0685,2008,8,57,1.2778,8.00E-04,Before,4.043051268,0.245139849,0.062607607,0.062607607,-0.313204995
BL0639,2008,8,66,1.9285,0.0012,Before,4.189654742,0.656742499,0.062224527,0.062224527,-0.350956625
BL2059,2013,7,51,0.9408,6.00E-04,Before,3.931825633,-0.061024702,0.06377551,0.06377551,-0.278451874
BL0461,2006,8,65,2.917,0.0018,Before,4.17438727,1.070555691,0.061707233,0.061707233,0.109652893
BL0607,2008,8,77,2.604,0.0016,Before,4.343805422,0.957048724,0.061443932,0.061443932,-0.523137617
BL0801,2010,7,48,1.1398,7.00E-04,Before,3.871201011,0.130852808,0.061414283,0.061414283,0.099246153
BL0431,2006,8,67,3.0947,0.0019,Before,4.204692619,1.129690971,0.061395289,0.061395289,0.075899253
BL0679,2008,8,71,2.4446,0.0015,Before,4.262679877,0.89388151,0.061359732,0.061359732,-0.33764694
BL0878,2010,7,50,1.469,9.00E-04,Before,3.912023005,0.384581897,0.061266167,0.061266167,0.227851754
BL0844,2010,7,44,0.9804,6.00E-04,Before,3.784189634,-0.019794627,0.06119951,0.06119951,0.215297271
BL0211,2009,7,32,0.4911,3.00E-04,Before,3.465735903,-0.711107506,0.061087355,0.061087355,0.500076861
BL0632,2008,8,88,4.7532,0.0029,Before,4.477336814,1.558818075,0.061011529,0.061011529,-0.330655311
BL0830,2010,7,52,1.4753,9.00E-04,Before,3.951243719,0.388861359,0.061004541,0.061004541,0.111915816
BL0645,2008,8,73,2.3058,0.0014,Before,4.290459441,0.835427688,0.060716454,0.060716454,-0.481247899
BL0866,2010,7,44,0.833,5.00E-04,Before,3.784189634,-0.182721637,0.06002401,0.06002401,0.052370262
BL0618,2008,8,73,2.3348,0.0014,Before,4.290459441,0.847926234,0.059962309,0.059962309,-0.468749352
BL0433,2006,8,55,1.8391,0.0011,Before,4.007333185,0.609276322,0.059811864,0.059811864,0.160410966
BL0703,2008,8,76,2.3423,0.0014,Before,4.33073334,0.851133353,0.059770311,0.059770311,-0.588985754
BL0455,2006,8,77,5.5551,0.0033,Before,4.343805422,1.714716425,0.059404871,0.059404871,0.234530083
BL0873,2010,7,47,1.181,7.00E-04,Before,3.850147602,0.166361537,0.059271804,0.059271804,0.199285682
BL0629,2008,8,69,1.8581,0.0011,Before,4.234106505,0.61955446,0.059200258,0.059200258,-0.524393752
BL0220,2009,7,33,0.3383,2.00E-04,Before,3.496507561,-1.083822203,0.059119125,0.059119125,0.033043959
BL0536,2008,8,78,3.387,0.002,Before,4.356708827,1.219944574,0.059049306,0.059049306,-0.299791991
BL0721,2007,8,59,1.1922,7.00E-04,Before,4.077537444,0.17580034,0.058714981,0.058714981,-0.488248075
BL0841,2010,7,52,1.535,9.00E-04,Before,3.951243719,0.428530381,0.058631922,0.058631922,0.151584838
BL0750,2007,7,47,0.6876,4.00E-04,Before,3.850147602,-0.374548005,0.058173357,0.058173357,-0.341623861
BL0318,2006,8,63,2.7638,0.0016,Before,4.143134726,1.016606544,0.057891309,0.057891309,0.151495912
BL0598,2008,8,73,2.4469,0.0014,Before,4.290459441,0.894821917,0.057215252,0.057215252,-0.421853669
BL0715,2007,8,62,1.401,8.00E-04,Before,4.127134385,0.337186267,0.05710207,0.05710207,-0.478881722
BL0572,2008,8,65,2.1077,0.0012,Before,4.17438727,0.745597306,0.056934099,0.056934099,-0.215305492
BL0295,2006,8,89,8.2814,0.0047,Before,4.48863637,2.114012036,0.056753689,0.056753689,0.189904385
BL0543,2008,8,81,3.5348,0.002,Before,4.394449155,1.262656721,0.056580287,0.056580287,-0.372757716
BL0301,2006,8,74,4.2459,0.0024,Before,4.304065093,1.445953811,0.056525118,0.056525118,0.087575543
BL0795,2010,7,46,1.2417,7.00E-04,Before,3.828641396,0.216481408,0.056374326,0.056374326,0.315324219
BL0438,2006,8,56,1.9564,0.0011,Before,4.025351691,0.67110605,0.056225721,0.056225721,0.167012176
BL0341,2006,8,88,8.7519,0.0049,Before,4.477336814,2.16927082,0.055987843,0.055987843,0.279797433
BL0652,2008,8,54,0.8947,5.00E-04,Before,3.988984047,-0.111266812,0.055884654,0.055884654,-0.503890227
BL0625,2008,8,74,2.5154,0.0014,Before,4.304065093,0.922431837,0.055657152,0.055657152,-0.435946431
BL0872,2010,7,46,1.08,6.00E-04,Before,3.828641396,0.076961041,0.055555556,0.055555556,0.175803851
BL0447,2006,8,67,3.0698,0.0017,Before,4.204692619,1.121612413,0.055378201,0.055378201,0.067820695
BL0712,2007,8,66,1.9964,0.0011,Before,4.189654742,0.691345559,0.055099179,0.055099179,-0.316353565
BL0704,2008,8,66,1.6375,9.00E-04,Before,4.189654742,0.493170689,0.054961832,0.054961832,-0.514528435
BL0610,2008,8,83,3.3031,0.0018,Before,4.418840608,1.194861421,0.054494263,0.054494263,-0.515315253
BL0644,2008,8,85,4.0564,0.0022,Before,4.442651256,1.400295881,0.054235283,0.054235283,-0.382862809
BL0430,2006,8,59,1.8459,0.001,Before,4.077537444,0.612966963,0.054174116,0.054174116,-0.051081452
BL0710,2007,8,56,1.1086,6.00E-04,Before,4.025351691,0.103097958,0.054122316,0.054122316,-0.400995916
BL0861,2010,7,38,0.5544,3.00E-04,Before,3.63758616,-0.589868831,0.054112554,0.054112554,0.094577347
BL0603,2008,8,84,4.109,0.0022,Before,4.430816799,1.41317969,0.053541008,0.053541008,-0.333705206
BL0672,2008,8,61,1.3172,7.00E-04,Before,4.110873864,0.275508272,0.053143031,0.053143031,-0.490719599
BL0855,2010,7,36,0.5665,3.00E-04,Before,3.583518938,-0.568278199,0.052956752,0.052956752,0.281889409
BL0322,2006,8,84,6.2409,0.0033,Before,4.430816799,1.831124403,0.052876989,0.052876989,0.084239507
BL0411,2006,8,70,3.6029,0.0019,Before,4.248495242,1.281739077,0.052735297,0.052735297,0.093687948
BL0537,2008,8,88,5.1438,0.0027,Before,4.477336814,1.637792106,0.052490377,0.052490377,-0.25168128
BL0641,2008,8,69,1.9102,0.001,Before,4.234106505,0.647207949,0.052350539,0.052350539,-0.496740263
BL0636,2008,8,77,3.2564,0.0017,Before,4.343805422,1.180622291,0.052204889,0.052204889,-0.299564051
BL0480,2006,8,60,2.9071,0.0015,Before,4.094344562,1.067156021,0.051597812,0.051597812,0.35159211
BL0842,2010,7,49,1.3575,7.00E-04,Before,3.891820298,0.305644773,0.051565378,0.051565378,0.210837944
BL0806,2010,7,38,0.5853,3.00E-04,Before,3.63758616,-0.535630743,0.051255766,0.051255766,0.148815436
BL0647,2008,8,71,2.1512,0.0011,Before,4.262679877,0.766025826,0.051134251,0.051134251,-0.465502624
BL0616,2008,8,75,2.5514,0.0013,Before,4.317488114,0.936642228,0.050952418,0.050952418,-0.462878937
