FISHID,Year,Month,SL_mm,WholeBodyWW_g,TOTAL_Liver_WW_g,Heatwave,logSL,logWeight,HSI,HSI_numeric,LWResiduals_All
BL0215,2009,7,41,0.413,NA,Before,3.713572067,-0.884307686,NA,NA,-0.432765896
BL0222,2009,7,36,0.4229,NA,Before,3.583518938,-0.860619535,NA,NA,-0.010451927
BL0223,2009,7,39,0.6681,NA,Before,3.663561646,-0.403317416,NA,NA,0.201511304
BL0224,2009,7,39,0.5264,NA,Before,3.663561646,-0.641693899,NA,NA,-0.036865179
BL0225,2009,7,32,0.3282,NA,Before,3.465735903,-1.1141321,NA,NA,0.097052266
BL0226,2009,7,35,0.4643,NA,Before,3.555348061,-0.767224384,NA,NA,0.169289773
BL0227,2009,7,39,0.655,NA,Before,3.663561646,-0.423120043,NA,NA,0.181708677
BL0228,2009,7,37,0.6422,NA,Before,3.610917913,-0.442855497,NA,NA,0.32333152
BL0229,2009,7,35,0.4798,NA,Before,3.555348061,-0.734385929,NA,NA,0.202128228
BL0230,2009,7,32,0.3168,NA,Before,3.465735903,-1.149484619,NA,NA,0.061699748
BL0231,2009,7,30,0.2892,NA,Before,3.401197382,-1.240636789,NA,NA,0.168364586
BL0232,2009,7,36,0.4597,NA,Before,3.583518938,-0.777181176,NA,NA,0.072986431
BL0233,2009,7,34,0.416,NA,Before,3.526360525,-0.877070019,NA,NA,0.148293832
BL0234,2009,7,43,0.8532,NA,Before,3.761200116,-0.158761292,NA,NA,0.146795774
BL0235,2009,7,39,0.6722,NA,Before,3.663561646,-0.397199364,NA,NA,0.207629356
BL0236,2009,7,34,0.3966,NA,Before,3.526360525,-0.924827063,NA,NA,0.100536787
BL0237,2009,7,33,0.3757,NA,Before,3.496507561,-0.978964326,NA,NA,0.137901835
BL0238,2009,7,31,0.3315,NA,Before,3.433987204,-1.104127469,NA,NA,0.204369826
BL0239,2009,7,40,0.6845,NA,Before,3.688879454,-0.379066634,NA,NA,0.148160478
BL0256,2006,8,64,2.2904,NA,Before,4.158883083,0.828726475,NA,NA,-0.084654444
BL0257,2006,8,64,2.8903,NA,Before,4.158883083,1.061360303,NA,NA,0.147979384
BL0258,2006,8,59,1.8169,NA,Before,4.077537444,0.597131752,NA,NA,-0.066916663
BL0259,2006,8,60,2.0481,NA,Before,4.094344562,0.716912534,NA,NA,0.001348624
BL0260,2006,8,60,2.1824,NA,Before,4.094344562,0.780425189,NA,NA,0.064861278
BL0261,2006,8,61,2.3941,NA,Before,4.110873864,0.873007377,NA,NA,0.106779507
BL0262,2006,8,61,2.2891,NA,Before,4.110873864,0.828158727,NA,NA,0.061930857
BL0263,2006,8,60,1.9404,NA,Before,4.094344562,0.662894137,NA,NA,-0.052669773
BL0264,2006,8,58,1.8909,NA,Before,4.060443011,0.637052906,NA,NA,0.025400635
BL0265,2006,8,72,5.5025,NA,Before,4.276666119,1.705202534,NA,NA,0.430804857
BL0269,2006,8,69,3.6874,NA,Before,4.234106505,1.304921603,NA,NA,0.160973391
BL0279,2006,8,81,5.794,NA,Before,4.394449155,1.756822899,NA,NA,0.121408463
BL0363,2006,8,58,1.9371,NA,Before,4.060443011,0.661192009,NA,NA,0.049539738
BL0821,2010,7,32,0.3497,NA,Before,3.465735903,-1.050679635,NA,NA,0.160504732
BL0822,2010,7,38,0.6487,NA,Before,3.63758616,-0.432784919,NA,NA,0.25166126
BL0823,2010,7,30,0.2874,NA,Before,3.401197382,-1.246880305,NA,NA,0.16212107
BL0824,2010,7,30,0.2929,NA,Before,3.401197382,-1.227924025,NA,NA,0.18107735
BL0825,2010,7,33,0.3877,NA,Before,3.496507561,-0.947523434,NA,NA,0.169342727
BL0826,2010,7,34,0.4289,NA,Before,3.526360525,-0.846531487,NA,NA,0.178832363
BL0827,2010,7,37,0.5129,NA,Before,3.610917913,-0.667674385,NA,NA,0.098512633
BL0971,2012,7,37.02,0.4775,NA,Before,3.611458307,-0.739191119,NA,NA,0.025339535
BL2047,2013,7,43,0.7917,NA,Before,3.761200116,-0.233572747,NA,NA,0.07198432
BL2048,2013,7,46,0.8044,NA,Before,3.828641396,-0.217658621,NA,NA,-0.118815811
BL2050,2013,7,50,1.4668,NA,Before,3.912023005,0.383083157,NA,NA,0.226353014
BL2056,2013,7,41,0.5344,NA,Before,3.713572067,-0.626610657,NA,NA,-0.175068867
BL2066,2013,7,49,0.9625,NA,Before,3.891820298,-0.038221213,NA,NA,-0.133028041
BL2069,2013,7,48,0.9924,NA,Before,3.871201011,-0.007629027,NA,NA,-0.039235683
BL2070,2013,7,49,1.1148,NA,Before,3.891820298,0.108675017,NA,NA,0.013868188
BL2082,2013,7,50,0.7086,NA,Before,3.912023005,-0.344464087,NA,NA,-0.501194229
BL2085,2013,7,45,0.5277,NA,Before,3.80666249,-0.639227339,NA,NA,-0.473016986
BL2086,2013,7,48,0.4913,NA,Before,3.871201011,-0.71070034,NA,NA,-0.742306995
BL2090,2013,8,64,2.4845,NA,Before,4.158883083,0.910071432,NA,NA,-0.003309486
BL2091,2013,8,77,4.6546,NA,Before,4.343805422,1.537855978,NA,NA,0.057669636
BL2094,2013,8,67,3.0719,NA,Before,4.204692619,1.122296263,NA,NA,0.068504544
BL2097,2013,8,78,4.2278,NA,Before,4.356708827,1.441681763,NA,NA,-0.078054802
BL2099,2013,8,74,3.9917,NA,Before,4.304065093,1.384217205,NA,NA,0.025838937
BL2104,2013,8,73,2.6245,NA,Before,4.290459441,0.964890402,NA,NA,-0.351785185
BL2109,2013,8,80,4.568,NA,Before,4.382026635,1.519075472,NA,NA,-0.078262701
BL2115,2013,8,79,4.9591,NA,Before,4.369447852,1.601224273,NA,NA,0.042441322
BL2128,2015,7,50,1.3465,NA,Heatwave,3.912023005,0.297508633,NA,NA,0.14077849
BL2132,2014,7,55,1.555,NA,Heatwave,4.007333185,0.441475546,NA,NA,-0.00738981
BL2136,2014,7,78,2.0295,NA,Heatwave,4.356708827,0.707789457,NA,NA,-0.811947108
BL2153,2014,7,55,1.604,NA,Heatwave,4.007333185,0.472500509,NA,NA,0.023635153
BL2155,2014,7,35,0.4158,NA,Heatwave,3.555348061,-0.877550904,NA,NA,0.058963253
BL2157,2014,7,58,1.9216,NA,Heatwave,4.060443011,0.653158172,NA,NA,0.041505901
BL2161,2014,7,45,0.8655,NA,Heatwave,3.80666249,-0.144447904,NA,NA,0.021762448
BL2162,2014,7,50,1.1983,NA,Heatwave,3.912023005,0.180903886,NA,NA,0.024173743
BL2167,2014,7,39,0.4964,NA,Heatwave,3.663561646,-0.700373226,NA,NA,-0.095544506
BL2447,2012,7,34,0.52046,NA,Before,3.526360525,-0.653042243,NA,NA,0.372321607
BL2450,2012,7,36,0.57485,NA,Before,3.583518938,-0.553646142,NA,NA,0.296521466
BL2452,2012,7,36,0.39087,NA,Before,3.583518938,-0.939380255,NA,NA,-0.089212648
BL2453,2012,7,47,1.04952,NA,Before,3.850147602,0.048332917,NA,NA,0.081257062
BL2464,2012,7,36,0.38005,NA,Before,3.583518938,-0.967452456,NA,NA,-0.117284849
BL0208,2009,7,29,0.2472,NA,Before,3.36729583,-1.397557553,NA,NA,0.115355461
BL0209,2009,7,39,0.2815,NA,Before,3.663561646,-1.267622831,NA,NA,-0.662794111
BL2186,2018,8,70,2.8493,0.5367,Between,4.248495242,1.04707335,18.83620538,18.83620538,-0.140977778
BL2394,2019,7,38,0.6063,0.0624,Heatwave,3.63758616,-0.500380366,10.29193469,10.29193469,0.184065812
BL2391,2019,7,36,0.537,0.046,Heatwave,3.583518938,-0.621757184,8.566108007,8.566108007,0.228410423
BL2383,2019,7,43,0.7979,0.0668,Heatwave,3.761200116,-0.225772003,8.371976438,8.371976438,0.079785064
BL2392,2019,7,45,0.9426,0.0691,Heatwave,3.80666249,-0.059113264,7.330787184,7.330787184,0.107097088
BL2390,2019,7,45,0.8491,0.0606,Heatwave,3.80666249,-0.163578314,7.136968555,7.136968555,0.002632039
BL2382,2019,7,43,0.8093,0.0469,Heatwave,3.761200116,-0.211585602,5.795131595,5.795131595,0.093971464
BL2398,2019,7,42,0.7784,0.0431,Heatwave,3.737669618,-0.250514748,5.536998972,5.536998972,0.127165641
BL2395,2019,7,47,1.1572,0.0575,Heatwave,3.850147602,0.146003294,4.968890425,4.968890425,0.178927439
BL2095,2013,8,68,2.965,0.1327,Before,4.219507705,1.086877032,4.475548061,4.475548061,-0.012324402
BL2419,2012,8,86,7.1277,0.31466,Before,4.454347296,1.963988602,4.414607798,4.414607798,0.144980383
BL2399,2019,7,45,1.138,0.0482,Heatwave,3.80666249,0.129272336,4.235500879,4.235500879,0.295482688
BL2400,2019,7,46,0.9647,0.0407,Heatwave,3.828641396,-0.035938107,4.218928164,4.218928164,0.062904703
BL2408,2019,7,47,1.2722,0.0537,Heatwave,3.850147602,0.240747685,4.221034429,4.221034429,0.27367183
BL2381,2019,7,55,1.8066,0.0737,Heatwave,4.007333185,0.591446626,4.079486328,4.079486328,0.14258127
BL2379,2019,7,47,1.135,0.0453,Heatwave,3.850147602,0.126632651,3.991189427,3.991189427,0.159556796
BL2380,2019,7,53,1.5448,0.0602,Heatwave,3.970291914,0.434894452,3.896944588,3.896944588,0.099564291
BL2397,2019,7,45,1.0045,0.0387,Heatwave,3.80666249,0.004489905,3.852663016,3.852663016,0.170700258
BL2409,2019,7,48,1.2497,0.0469,Heatwave,3.871201011,0.222903523,3.752900696,3.752900696,0.191296867
BL2405,2019,7,55,1.8065,0.0656,Heatwave,4.007333185,0.591391272,3.631331304,3.631331304,0.142525916
BL2402,2019,7,49,1.3598,0.0487,Heatwave,3.891820298,0.30733763,3.581409031,3.581409031,0.212530801
BL2387,2019,7,50,1.5055,0.0524,Heatwave,3.912023005,0.409125069,3.480571239,3.480571239,0.252394926
BL2401,2019,7,51,1.5006,0.0484,Heatwave,3.931825633,0.405865028,3.225376516,3.225376516,0.188437856
BL2396,2019,7,48,1.2034,0.0364,Heatwave,3.871201011,0.185150884,3.024763171,3.024763171,0.153544228
BL2234,2016,7,64,2.276,0.0666,Heatwave,4.158883083,0.822419516,2.926186292,2.926186292,-0.090961402
BL0917,2012,8,61.08,2.2147,0.0648,Before,4.11218448,0.795116954,2.925904186,2.925904186,0.024871914
BL2373,2019,8,72,5.675,0.1569,Heatwave,4.276666119,1.736070563,2.764757709,2.764757709,0.461672886
BL2370,2019,8,87,8.143,0.2232,Heatwave,4.465908119,2.097158662,2.741004544,2.741004544,0.242715369
BL2365,2019,8,82,7.175,0.1955,Heatwave,4.406719247,1.970602762,2.724738676,2.724738676,0.297579266
BL2389,2019,7,56,1.8202,0.0482,Heatwave,4.025351691,0.598946385,2.648060653,2.648060653,0.094852512
BL0105,2009,8,64,2.6719,0.0705,Before,4.158883083,0.98278983,2.638571803,2.638571803,0.069408911
BL2423,2012,8,56,1.97272,0.05152,Before,4.025351691,0.679413301,2.611622531,2.611622531,0.175319428
BL0901,2012,8,60,2.1543,0.0543,Before,4.094344562,0.767465845,2.520540315,2.520540315,0.051901935
BL2403,2019,7,56,2.0813,0.0521,Heatwave,4.025351691,0.732992698,2.503243165,2.503243165,0.228898825
BL2350,2019,8,89,9.1822,0.227,Heatwave,4.48863637,2.217266827,2.472174424,2.472174424,0.293159176
BL2253,2016,7,64,2.5966,0.063,Heatwave,4.158883083,0.954202897,2.426249711,2.426249711,0.040821978
BL2369,2019,8,74,4.763,0.1149,Heatwave,4.304065093,1.560877722,2.412345161,2.412345161,0.202499454
BL0002,2009,8,80,5.6371,0.1356,Before,4.382026635,1.729369749,2.405492186,2.405492186,0.132031576
BL2376,2019,8,91,8.3895,0.1959,Heatwave,4.510859507,2.126980924,2.335061684,2.335061684,0.134757141
BL2368,2019,8,83,5.666,0.1305,Heatwave,4.418840608,1.734483401,2.303212143,2.303212143,0.024306726
BL2088,2013,8,92,8.0242,0.1846,Before,4.521788577,2.082461976,2.300540864,2.300540864,0.056739501
BL2393,2019,7,47,1.2638,0.029,Heatwave,3.850147602,0.234123055,2.294666878,2.294666878,0.2670472
BL2372,2019,8,86,7.268,0.1661,Heatwave,4.454347296,1.983481151,2.285360484,2.285360484,0.164472932
BL0906,2012,8,60.92,2.1432,0.0488,Before,4.109561528,0.762300039,2.276969018,2.276969018,9.46E-05
BL2388,2019,7,54,1.7661,0.0401,Heatwave,3.988984047,0.568773726,2.270539607,2.270539607,0.176150311
BL2252,2016,7,75,4.847,0.1091,Heatwave,4.317488114,1.578359957,2.250876831,2.250876831,0.178838792
BL0916,2012,8,65.31,2.1824,0.0491,Before,4.179145164,0.780425189,2.249816716,2.249816716,-0.195061029
BL2358,2019,8,95,10.608,0.2323,Heatwave,4.553876892,2.361608433,2.189856712,2.189856712,0.237532072
BL2371,2019,8,89,8.876,0.1931,Heatwave,4.48863637,2.183351005,2.175529518,2.175529518,0.259243354
BL0905,2012,8,68.35,3.4103,0.0735,Before,4.224641563,1.226800264,2.15523561,2.15523561,0.111863042
BL2317,2017,7,85,5.753,0.1237,Between,4.442651256,1.749721458,2.150182513,2.150182513,-0.033437232
BL0034,2009,8,78,5.5629,0.1196,Before,4.356708827,1.716119555,2.149957756,2.149957756,0.19638299
BL2351,2019,8,74,4.5467,0.0974,Heatwave,4.304065093,1.514401695,2.142213034,2.142213034,0.156023427
BL2245,2016,7,71,4.065,0.087,Heatwave,4.262679877,1.402413743,2.140221402,2.140221402,0.170885293
BL2352,2019,8,91,8.8802,0.1892,Heatwave,4.510859507,2.183824079,2.130582645,2.130582645,0.191600296
BL2356,2019,8,84,5.8302,0.1241,Heatwave,4.430816799,1.763051305,2.128571919,2.128571919,0.016166409
BL2065,2013,7,46,0.8028,0.0168,Before,3.828641396,-0.219649662,2.092675635,2.092675635,-0.120806852
BL2363,2019,8,85,7.218,0.1505,Heatwave,4.442651256,1.976577906,2.085065115,2.085065115,0.193419217
BL0101,2009,8,69,3.1646,0.0655,Before,4.234106505,1.152026665,2.069771851,2.069771851,0.008078453
BL1008,2012,7,35.38,0.4158,0.0085,Before,3.566146689,-0.877550904,2.044252044,2.044252044,0.025864383
BL2374,2019,8,91,7.8179,0.1597,Heatwave,4.510859507,2.056415976,2.042748053,2.042748053,0.064192193
BL2079,2013,7,55,1.6085,0.0329,Before,4.007333185,0.475302068,2.045383898,2.045383898,0.026436712
BL2248,2016,7,73,4.108,0.0833,Heatwave,4.290459441,1.412936292,2.02775073,2.02775073,0.096260705
BL2235,2016,7,60,2.2458,0.0453,Heatwave,4.094344562,0.809061805,2.017098584,2.017098584,0.093497895
BL2102,2013,8,73,3.6158,0.0728,Before,4.290459441,1.285313131,2.013385696,2.013385696,-0.031362455
BL2180,2018,8,100,11.5262,0.2301,Between,4.605170186,2.444622705,1.996321424,1.996321424,0.163327277
BL0907,2012,8,56.78,1.7356,0.0346,Before,4.039184151,0.551353175,1.9935469,1.9935469,0.00486143
BL0078,2009,7,76,4.9014,0.0977,Before,4.33073334,1.589520879,1.993308034,1.993308034,0.149401772
BL2354,2019,8,104,14.8356,0.2941,Heatwave,4.644390899,2.697029698,1.982393702,1.982393702,0.29551887
BL0079,2009,8,65,2.5524,0.0503,Before,4.17438727,0.937034093,1.970694249,1.970694249,-0.023868705
BL2225,2015,8,103,11.601,0.2254,Heatwave,4.634728988,2.451091301,1.942935954,1.942935954,0.079195194
BL2171,2018,8,123,19.5949,0.3738,Between,4.812184355,2.975269328,1.907639233,1.907639233,0.059454811
BL2362,2019,8,83,6.456,0.1225,Heatwave,4.418840608,1.865009931,1.897459727,1.897459727,0.154833256
BL2460,2012,7,49,0.98845,0.01855,Before,3.891820298,-0.011617219,1.876675603,1.876675603,-0.106424048
BL2353,2019,8,108,17.3275,0.3244,Heatwave,4.682131227,2.852294835,1.872168518,1.872168518,0.335106135
BL2246,2016,7,80,5.553,0.1038,Heatwave,4.382026635,1.714338322,1.86925986,1.86925986,0.117000149
BL2355,2019,8,79,5.559,0.1036,Heatwave,4.369447852,1.715418236,1.86364454,1.86364454,0.156635286
BL2406,2019,7,57,2.2227,0.0414,Heatwave,4.043051268,0.798722673,1.862599541,1.862599541,0.240377829
BL2297,2016,7,69,3.2519,0.0605,Heatwave,4.234106505,1.179239441,1.860450813,1.860450813,0.035291229
BL0902,2012,8,64.8,2.726,0.0507,Before,4.171305603,1.002835333,1.859867938,1.859867938,0.051378151
BL2444,2012,7,56,1.80906,0.03348,Before,4.025351691,0.592807373,1.850684886,1.850684886,0.0887135
BL2359,2019,8,95,10.736,0.1981,Heatwave,4.553876892,2.37360258,1.845193741,1.845193741,0.249526219
BL2366,2019,8,72,4.263,0.0786,Heatwave,4.276666119,1.449973138,1.843771992,1.843771992,0.17557546
BL2360,2019,8,96,10.838,0.1993,Heatwave,4.564348191,2.383058477,1.838900166,1.838900166,0.226886536
BL2240,2016,7,63,2.4438,0.044,Heatwave,4.143134726,0.893554205,1.800474671,1.800474671,0.028443572
BL0129,2009,8,73,4.2042,0.0757,Before,4.290459441,1.436084026,1.800580372,1.800580372,0.119408439
BL2301,2016,7,52,1.499,0.0269,Heatwave,3.951243719,0.404798219,1.794529686,1.794529686,0.127852676
BL0903,2012,8,65.8,2.7746,0.0498,Before,4.186619838,1.020506593,1.794853312,1.794853312,0.022109752
BL2241,2016,7,68,3.1913,0.057,Heatwave,4.219507705,1.160428357,1.786105976,1.786105976,0.061226923
BL2005,2018,7,74,4.4322,0.0791,Between,4.304065093,1.488896075,1.784666757,1.784666757,0.130517807
BL2222,2015,8,95,9.966,0.1758,Heatwave,4.553876892,2.2991793,1.763997592,1.763997592,0.175102938
BL2219,2015,8,90,7.54,0.1328,Heatwave,4.49980967,2.020222182,1.76127321,1.76127321,0.06186725
BL2449,2012,7,50,1.41392,0.0248,Before,3.912023005,0.346365989,1.75398891,1.75398891,0.189635846
BL0980,2012,7,54.89,1.4823,0.026,Before,4.005331183,0.393594936,1.754030898,1.754030898,-0.049134082
BL2386,2019,7,60,2.304,0.0402,Heatwave,4.094344562,0.834646743,1.744791667,1.744791667,0.119082833
BL0908,2012,8,58.57,1.8876,0.0328,Before,4.07022262,0.635306181,1.737656283,1.737656283,-0.006321569
BL2289,2017,7,70,4.179,0.0727,Between,4.248495242,1.430071983,1.739650634,1.739650634,0.242020855
BL0037,2009,8,79,5.3996,0.0937,Before,4.369447852,1.686324877,1.735313727,1.735313727,0.127541926
BL2451,2012,7,35,0.37946,0.00657,Before,3.555348061,-0.96900609,1.73140779,1.73140779,-0.032491933
BL2237,2016,7,58,1.81,0.0313,Heatwave,4.060443011,0.593326845,1.729281768,1.729281768,-0.018325426
BL0978,2012,7,52.87,1.3384,0.0231,Before,3.96783607,0.291474871,1.725941423,1.725941423,-0.036327886
BL0081,2009,8,63,2.3096,0.0398,Before,4.143134726,0.837074349,1.72324212,1.72324212,-0.028036283
BL0995,2012,7,40.57,0.6945,0.012,Before,3.703028877,-0.364563117,1.727861771,1.727861771,0.119294601
BL2378,2019,8,81,6.5551,0.1122,Heatwave,4.394449155,1.880243373,1.711644369,1.711644369,0.244828936
BL2385,2019,7,44,3.1131,0.0529,Heatwave,3.784189634,1.135619014,1.699270823,1.699270823,1.370710913
BL0188,2009,8,72,4.0349,0.0683,Before,4.276666119,1.394981518,1.692730923,1.692730923,0.120583841
BL0094,2009,8,69,3.1841,0.0537,Before,4.234106505,1.158169675,1.686504821,1.686504821,0.014221463
BL2286,2017,7,70,3.697,0.0621,Between,4.248495242,1.30752168,1.67974033,1.67974033,0.119470552
BL2255,2016,7,70,3.5575,0.0595,Heatwave,4.248495242,1.269058051,1.672522839,1.672522839,0.081006923
BL2345,2016,7,57,1.8977,0.0317,Heatwave,4.043051268,0.640642627,1.670443168,1.670443168,0.082297783
BL0086,2009,8,62,2.614,0.0436,Before,4.127134385,0.960881615,1.667941852,1.667941852,0.144813626
BL0988,2012,7,40.92,0.7942,0.0132,Before,3.711618941,-0.23041996,1.662049861,1.662049861,0.227108355
BL0934,2012,8,84.85,6.5154,0.1084,Before,4.440884992,1.874168605,1.663750499,1.663750499,0.096423694
BL2412,2008,8,87,5.6971,0.0943,Before,4.465908119,1.739957273,1.655228099,1.655228099,-0.11448602
BL0997,2012,7,43.27,0.8322,0.0138,Before,3.767459554,-0.183682482,1.658255227,1.658255227,0.10268878
BL0933,2012,8,66.4,2.8827,0.0475,Before,4.195697056,1.058727355,1.64776078,1.64776078,0.032507935
BL2216,2015,8,98,10.486,0.1727,Heatwave,4.584967479,2.350041034,1.646957849,1.646957849,0.13066892
BL0904,2012,8,64.9,2.4927,0.041,Before,4.172847624,0.91336646,1.644802824,1.644802824,-0.042817168
BL2357,2019,8,107,16.0571,0.2632,Heatwave,4.672828834,2.776151119,1.639150282,1.639150282,0.287475181
BL2211,2018,8,88,7.6357,0.125,Between,4.477336814,2.032834618,1.637047029,1.637047029,0.143361231
BL2233,2016,7,72,3.7,0.0605,Heatwave,4.276666119,1.30833282,1.635135135,1.635135135,0.033935142
BL2249,2016,7,63,2.595,0.0423,Heatwave,4.143134726,0.953586517,1.630057803,1.630057803,0.088475884
BL2176,2018,8,119,19.813,0.3205,Between,4.779123493,2.986338288,1.617624792,1.617624792,0.171858613
BL2203,2015,8,85,6.341,0.1026,Heatwave,4.442651256,1.847036485,1.618041318,1.618041318,0.063877795
BL2364,2019,8,108,15.705,0.2537,Heatwave,4.682131227,2.753979133,1.615409105,1.615409105,0.236790433
BL2407,2019,7,56,1.8473,0.0298,Heatwave,4.025351691,0.613725114,1.61316516,1.61316516,0.10963124
BL0915,2012,8,59.33,2.1306,0.0341,Before,4.08311508,0.75640363,1.600488125,1.600488125,0.075259203
BL2320,2017,7,64,2.183,0.0346,Between,4.158883083,0.780700078,1.584974805,1.584974805,-0.132680841
BL2230,2014,8,112,14.412,0.2267,Heatwave,4.718498871,2.668061193,1.572994727,1.572994727,0.039402034
BL0941,2012,8,64.31,2.7081,0.0423,Before,4.16371514,0.996247282,1.561980724,1.561980724,0.068055627
BL2298,2016,7,62,2.56,0.0393,Heatwave,4.127134385,0.940007258,1.53515625,1.53515625,0.123939269
BL2367,2019,8,133,34.736,0.5309,Heatwave,4.890349128,3.547776613,1.528385537,1.528385537,0.392379266
BL0088,2009,8,59,2.2355,0.0338,Before,4.077537444,0.804464917,1.511966003,1.511966003,0.140416501
BL2336,2016,7,60,1.8817,0.0284,Heatwave,4.094344562,0.632175624,1.509273529,1.509273529,-0.083388287
BL2254,2016,7,63,2.5542,0.0384,Heatwave,4.143134726,0.937739063,1.503406155,1.503406155,0.07262843
BL0964,2012,8,61.88,2.4389,0.0367,Before,4.125197026,0.891547118,1.504776744,1.504776744,0.081417328
BL0918,2012,8,69.61,3.6199,0.0541,Before,4.242908235,1.286446401,1.494516423,1.494516423,0.115520006
BL0944,2012,8,63.66,2.6052,0.0389,Before,4.153556422,0.957509448,1.493167511,1.493167511,0.060455278
BL0113,2009,8,59,2.2461,0.0335,Before,4.077537444,0.809195379,1.491474111,1.491474111,0.145146964
BL2243,2016,7,70,3.623,0.0537,Heatwave,4.248495242,1.287302412,1.482197074,1.482197074,0.099251284
BL2247,2016,7,72,4.1824,0.062,Heatwave,4.276666119,1.430885244,1.482402448,1.482402448,0.156487567
BL2431,2012,8,85,7.3316,0.1083,Before,4.442651256,1.992193773,1.47716733,1.47716733,0.209035084
BL2169,2018,8,123,23.8667,0.351,Between,4.812184355,3.172484182,1.470668337,1.470668337,0.256669665
BL2361,2019,8,99,11.846,0.1739,Heatwave,4.59511985,2.471990258,1.468006078,1.468006078,0.221500112
BL0029,2009,8,74,4.3075,0.0629,Before,4.304065093,1.460357689,1.460243761,1.460243761,0.101979421
BL2347,2016,7,67,3.046,0.0444,Heatwave,4.204692619,1.113829254,1.457649376,1.457649376,0.060037536
BL2417,2012,8,69,3.08583,0.04474,Before,4.234106505,1.126820665,1.449853038,1.449853038,-0.017127547
BL2224,2015,8,95,10.147,0.1464,Heatwave,4.553876892,2.317178095,1.442790973,1.442790973,0.193101734
BL2017,2018,7,65,2.7145,0.0391,Between,4.17438727,0.998607774,1.440412599,1.440412599,0.037704977
BL0103,2009,8,61,2.4087,0.0346,Before,4.110873864,0.879087183,1.436459501,1.436459501,0.112859313
BL2318,2017,7,87,6.731,0.0965,Between,4.465908119,1.906723721,1.433665131,1.433665131,0.052280428
BL1010,2012,7,41.92,0.6909,0.0099,Before,3.73576304,-0.369760183,1.432913591,1.432913591,0.013764059
BL2384,2019,7,63,2.8714,0.0406,Heatwave,4.143134726,1.054799716,1.413944417,1.413944417,0.189689083
BL0006,2009,8,57,2.0884,0.0295,Before,4.043051268,0.736398223,1.412564643,1.412564643,0.178053379
BL1011,2012,7,43.37,0.8731,0.0122,Before,3.769767958,-0.135705182,1.397319895,1.397319895,0.143590593
BL2205,2015,8,93,8.048,0.1122,Heatwave,4.532599493,2.085423613,1.394135189,1.394135189,0.026564602
BL2206,2015,8,106,11.8575,0.1652,Heatwave,4.663439094,2.472960579,1.393211048,1.393211048,0.013065132
BL2214,2018,8,74,4.1738,0.0581,Between,4.304065093,1.428826892,1.392016867,1.392016867,0.070448624
BL2098,2013,8,74,3.8584,0.0534,Before,4.304065093,1.35025259,1.383993365,1.383993365,-0.008125678
BL2291,2017,7,64,2.555,0.0353,Between,4.158883083,0.938052224,1.381604697,1.381604697,0.024671305
BL0108,2009,8,78,5.3009,0.0733,Before,4.356708827,1.667876617,1.382784056,1.382784056,0.148140052
BL2007,2018,7,87,7.3014,0.1009,Between,4.465908119,1.988066111,1.381926754,1.381926754,0.133622818
BL2242,2016,7,52,1.402,0.0193,Heatwave,3.951243719,0.337899789,1.37660485,1.37660485,0.060954246
BL2212,2018,8,78,5.1038,0.07,Between,4.356708827,1.62998536,1.371527097,1.371527097,0.110248795
BL2190,2018,8,90,8.7569,0.12,Between,4.49980967,2.169841961,1.370347954,1.370347954,0.211487029
BL2181,2018,8,82,6.4435,0.0874,Between,4.406719247,1.863071871,1.35640568,1.35640568,0.190048376
BL2302,2016,7,57,1.822,0.0247,Heatwave,4.043051268,0.599934799,1.355653128,1.355653128,0.041589955
BL2019,2018,7,54,1.615,0.0219,Between,3.988984047,0.479334957,1.356037152,1.356037152,0.086711542
BL2427,2012,8,55,1.524,0.02065,Before,4.007333185,0.421338457,1.354986877,1.354986877,-0.027526899
BL2029,2018,7,95,9.2255,0.1248,Between,4.553876892,2.221971389,1.352772207,1.352772207,0.097895027
BL2335,2016,7,68,3.036,0.041,Heatwave,4.219507705,1.11054086,1.350461133,1.350461133,0.011339425
BL2244,2016,7,65,3.054,0.0411,Heatwave,4.17438727,1.116452207,1.345776031,1.345776031,0.155549409
BL0952,2012,8,66.45,2.9491,0.0393,Before,4.196449785,1.081500039,1.332609949,1.332609949,0.05297343
BL2000,2018,7,64,2.6393,0.0351,Between,4.158883083,0.97051373,1.329898079,1.329898079,0.057132812
BL0083,2009,8,61,2.337,0.031,Before,4.110873864,0.848868056,1.326486949,1.326486949,0.082640185
BL2045,2018,7,70,3.8338,0.0509,Between,4.248495242,1.343856478,1.327664458,1.327664458,0.15580535
BL0080,2009,8,65,3.0644,0.0405,Before,4.17438727,1.119851792,1.32162903,1.32162903,0.158948994
BL0107,2009,8,62,2.5579,0.0338,Before,4.127134385,0.939186609,1.321396458,1.321396458,0.12311862
