FISHID,SeineID,SITEID,Year,Month,Heatwave
BL0001,3000,SITE17,2009,8,Before
BL0002,3000,SITE17,2009,8,Before
BL0003,3000,SITE17,2009,8,Before
BL0004,3000,SITE17,2009,8,Before
BL0005,3000,SITE17,2009,8,Before
BL0006,3000,SITE17,2009,8,Before
BL0007,3000,SITE17,2009,8,Before
BL0008,3000,SITE17,2009,8,Before
BL0009,3000,SITE17,2009,8,Before
BL0010,3000,SITE17,2009,8,Before
BL0011,3000,SITE17,2009,8,Before
BL0012,287,SITE14,2009,8,Before
BL0013,287,SITE14,2009,8,Before
BL0014,287,SITE14,2009,8,Before
BL0015,287,SITE14,2009,8,Before
BL0016,287,SITE14,2009,8,Before
BL0017,287,SITE14,2009,8,Before
BL0018,287,SITE14,2009,8,Before
BL0019,287,SITE14,2009,8,Before
BL0020,287,SITE14,2009,8,Before
BL0021,287,SITE14,2009,8,Before
BL0022,287,SITE14,2009,8,Before
BL0023,287,SITE14,2009,8,Before
BL0024,287,SITE14,2009,8,Before
BL0025,287,SITE14,2009,8,Before
BL0026,287,SITE14,2009,8,Before
BL0027,287,SITE14,2009,8,Before
BL0028,287,SITE14,2009,8,Before
BL0029,287,SITE14,2009,8,Before
BL0030,287,SITE14,2009,8,Before
BL0031,287,SITE14,2009,8,Before
BL0032,287,SITE14,2009,8,Before
BL0033,287,SITE14,2009,8,Before
BL0034,287,SITE14,2009,8,Before
BL0035,287,SITE14,2009,8,Before
BL0036,287,SITE14,2009,8,Before
BL0037,287,SITE14,2009,8,Before
BL0038,287,SITE14,2009,8,Before
BL0039,287,SITE14,2009,8,Before
BL0040,287,SITE14,2009,8,Before
BL0041,287,SITE14,2009,8,Before
BL0042,3001,SITE17,2009,9,Before
BL0043,3001,SITE17,2009,9,Before
BL0044,3001,SITE17,2009,9,Before
BL0045,3001,SITE17,2009,9,Before
BL0046,3001,SITE17,2009,9,Before
BL0047,3001,SITE17,2009,9,Before
BL0048,3001,SITE17,2009,9,Before
BL0049,3002,SITE17,2009,8,Before
BL0050,3002,SITE17,2009,8,Before
BL0051,3002,SITE17,2009,8,Before
BL0052,3002,SITE17,2009,8,Before
BL0053,3002,SITE17,2009,8,Before
BL0054,255,SITE15,2009,7,Before
BL0055,255,SITE15,2009,7,Before
BL0056,255,SITE15,2009,7,Before
BL0057,255,SITE15,2009,7,Before
BL0058,255,SITE15,2009,7,Before
BL0059,255,SITE15,2009,7,Before
BL0060,255,SITE15,2009,7,Before
BL0061,255,SITE15,2009,7,Before
BL0062,256,SITE15,2009,7,Before
BL0063,255,SITE15,2009,7,Before
BL0064,255,SITE15,2009,7,Before
BL0065,255,SITE15,2009,7,Before
BL0066,255,SITE15,2009,7,Before
BL0067,255,SITE15,2009,7,Before
BL0068,255,SITE15,2009,7,Before
BL0069,255,SITE15,2009,7,Before
BL0070,255,SITE15,2009,7,Before
BL0071,255,SITE15,2009,7,Before
BL0072,255,SITE15,2009,7,Before
BL0073,255,SITE15,2009,7,Before
BL0074,255,SITE15,2009,7,Before
BL0075,255,SITE15,2009,7,Before
BL0076,255,SITE15,2009,7,Before
BL0077,256,SITE15,2009,7,Before
BL0078,255,SITE15,2009,7,Before
BL0079,294,SITE14,2009,8,Before
BL0080,294,SITE14,2009,8,Before
BL0081,294,SITE14,2009,8,Before
BL0082,294,SITE14,2009,8,Before
BL0083,294,SITE14,2009,8,Before
BL0084,294,SITE14,2009,8,Before
BL0085,294,SITE14,2009,8,Before
BL0086,294,SITE14,2009,8,Before
BL0087,294,SITE14,2009,8,Before
BL0088,294,SITE14,2009,8,Before
BL0089,294,SITE14,2009,8,Before
BL0090,294,SITE14,2009,8,Before
BL0091,294,SITE14,2009,8,Before
BL0092,294,SITE14,2009,8,Before
BL0093,294,SITE14,2009,8,Before
BL0094,294,SITE14,2009,8,Before
BL0095,294,SITE14,2009,8,Before
BL0096,294,SITE14,2009,8,Before
BL0097,294,SITE14,2009,8,Before
BL0098,294,SITE14,2009,8,Before
BL0099,294,SITE14,2009,8,Before
BL0100,294,SITE14,2009,8,Before
BL0101,294,SITE14,2009,8,Before
BL0102,294,SITE14,2009,8,Before
BL0103,294,SITE14,2009,8,Before
BL0104,294,SITE14,2009,8,Before
BL0105,294,SITE14,2009,8,Before
BL0106,294,SITE14,2009,8,Before
BL0107,294,SITE14,2009,8,Before
BL0108,294,SITE14,2009,8,Before
BL0109,294,SITE14,2009,8,Before
BL0110,294,SITE14,2009,8,Before
BL0111,294,SITE14,2009,8,Before
BL0112,294,SITE14,2009,8,Before
BL0113,294,SITE14,2009,8,Before
BL0114,294,SITE14,2009,8,Before
BL0115,294,SITE14,2009,8,Before
BL0116,294,SITE14,2009,8,Before
BL0117,294,SITE14,2009,8,Before
BL0118,294,SITE14,2009,8,Before
BL0119,294,SITE14,2009,8,Before
BL0120,294,SITE14,2009,8,Before
BL0121,294,SITE14,2009,8,Before
BL0122,294,SITE14,2009,8,Before
BL0123,294,SITE14,2009,8,Before
BL0124,294,SITE14,2009,8,Before
BL0125,294,SITE14,2009,8,Before
BL0126,269,SITE1,2009,8,Before
BL0127,269,SITE1,2009,8,Before
BL0128,269,SITE1,2009,8,Before
BL0129,273,SITE8,2009,8,Before
BL0130,273,SITE8,2009,8,Before
BL0131,273,SITE8,2009,8,Before
BL0132,273,SITE8,2009,8,Before
BL0133,273,SITE8,2009,8,Before
BL0134,273,SITE8,2009,8,Before
BL0135,273,SITE8,2009,8,Before
BL0136,273,SITE8,2009,8,Before
BL0137,273,SITE8,2009,8,Before
BL0138,273,SITE8,2009,8,Before
BL0139,273,SITE8,2009,8,Before
BL0140,273,SITE8,2009,8,Before
BL0141,273,SITE8,2009,8,Before
BL0142,273,SITE8,2009,8,Before
BL0143,273,SITE8,2009,8,Before
BL0144,273,SITE8,2009,8,Before
BL0145,273,SITE8,2009,8,Before
BL0146,273,SITE8,2009,8,Before
BL0147,273,SITE8,2009,8,Before
BL0148,3003,SITE19,2009,9,Before
BL0149,3003,SITE19,2009,9,Before
BL0150,3003,SITE19,2009,9,Before
BL0151,3003,SITE19,2009,9,Before
BL0152,3003,SITE19,2009,9,Before
BL0153,3003,SITE19,2009,9,Before
BL0154,3003,SITE19,2009,9,Before
BL0155,3003,SITE19,2009,9,Before
BL0156,3003,SITE19,2009,9,Before
BL0157,3003,SITE19,2009,9,Before
BL0158,3003,SITE19,2009,9,Before
BL0159,3003,SITE19,2009,9,Before
BL0160,3003,SITE19,2009,9,Before
BL0161,3003,SITE19,2009,9,Before
BL0162,3003,SITE19,2009,9,Before
BL0163,3003,SITE19,2009,9,Before
BL0164,3003,SITE19,2009,9,Before
BL0165,3003,SITE19,2009,9,Before
BL0166,3003,SITE19,2009,9,Before
BL0167,3003,SITE19,2009,9,Before
BL0168,3003,SITE19,2009,9,Before
BL0169,3003,SITE19,2009,9,Before
BL0170,3003,SITE19,2009,9,Before
BL0171,3003,SITE19,2009,9,Before
BL0172,3003,SITE19,2009,9,Before
BL0173,3003,SITE19,2009,9,Before
BL0174,3003,SITE19,2009,9,Before
BL0175,3003,SITE19,2009,9,Before
BL0176,3003,SITE19,2009,9,Before
BL0177,3003,SITE19,2009,9,Before
BL0178,3003,SITE19,2009,9,Before
BL0179,3003,SITE19,2009,9,Before
BL0180,3003,SITE19,2009,9,Before
BL0181,3003,SITE19,2009,9,Before
BL0182,3003,SITE19,2009,9,Before
BL0183,3003,SITE19,2009,9,Before
BL0184,3003,SITE19,2009,9,Before
BL0185,3003,SITE19,2009,9,Before
BL0186,3003,SITE19,2009,9,Before
BL0187,3003,SITE19,2009,9,Before
BL0188,275,SITE1,2009,8,Before
BL0189,275,SITE1,2009,8,Before
BL0190,275,SITE1,2009,8,Before
BL0191,275,SITE1,2009,8,Before
BL0192,275,SITE1,2009,8,Before
BL0193,275,SITE1,2009,8,Before
BL0194,275,SITE1,2009,8,Before
BL0195,275,SITE1,2009,8,Before
BL0196,275,SITE1,2009,8,Before
BL0197,275,SITE1,2009,8,Before
BL0198,275,SITE1,2009,8,Before
BL0199,275,SITE1,2009,8,Before
BL0200,275,SITE1,2009,8,Before
BL0201,275,SITE1,2009,8,Before
BL0202,275,SITE1,2009,8,Before
BL0203,275,SITE1,2009,8,Before
BL0204,3004,SITE18,2009,8,Before
BL0205,3005,SITE17,2009,8,Before
BL0206,3005,SITE17,2009,8,Before
BL0207,3005,SITE17,2009,8,Before
BL0208,3006,SITE18,2009,7,Before
BL0209,3006,SITE18,2009,7,Before
BL0210,3006,SITE18,2009,7,Before
BL0211,3006,SITE18,2009,7,Before
BL0212,3006,SITE18,2009,7,Before
BL0213,3006,SITE18,2009,7,Before
BL0214,3006,SITE18,2009,7,Before
BL0215,3006,SITE18,2009,7,Before
BL0216,3006,SITE18,2009,7,Before
BL0217,3006,SITE18,2009,7,Before
BL0218,3007,SITE17,2009,7,Before
BL0219,3007,SITE17,2009,7,Before
BL0220,3007,SITE17,2009,7,Before
BL0221,3007,SITE17,2009,7,Before
BL0222,3007,SITE17,2009,7,Before
BL0223,3008,SITE18,2009,7,Before
BL0224,3008,SITE18,2009,7,Before
BL0225,3008,SITE18,2009,7,Before
BL0226,3008,SITE18,2009,7,Before
BL0227,3008,SITE18,2009,7,Before
BL0228,3008,SITE18,2009,7,Before
BL0229,3008,SITE18,2009,7,Before
BL0230,3008,SITE18,2009,7,Before
BL0231,3008,SITE18,2009,7,Before
BL0232,3008,SITE18,2009,7,Before
BL0233,3008,SITE18,2009,7,Before
BL0234,3008,SITE18,2009,7,Before
BL0235,3008,SITE18,2009,7,Before
BL0236,246,SITE3,2009,7,Before
BL0237,246,SITE3,2009,7,Before
BL0238,246,SITE3,2009,7,Before
BL0239,246,SITE3,2009,7,Before
BL0240,246,SITE3,2009,7,Before
BL0241,246,SITE3,2009,7,Before
BL0242,246,SITE3,2009,7,Before
BL0243,245,SITE1,2009,7,Before
BL0244,245,SITE1,2009,7,Before
BL0245,245,SITE1,2009,7,Before
BL0246,245,SITE1,2009,7,Before
BL0247,245,SITE1,2009,7,Before
BL0248,245,SITE1,2009,7,Before
BL0249,245,SITE1,2009,7,Before
BL0250,245,SITE1,2009,7,Before
BL0251,65,SITE10,2006,8,Before
BL0252,65,SITE10,2006,8,Before
BL0253,65,SITE10,2006,8,Before
BL0254,65,SITE10,2006,8,Before
BL0255,65,SITE10,2006,8,Before
BL0256,65,SITE10,2006,8,Before
BL0257,65,SITE10,2006,8,Before
BL0258,65,SITE10,2006,8,Before
BL0259,65,SITE10,2006,8,Before
BL0260,65,SITE10,2006,8,Before
BL0261,65,SITE10,2006,8,Before
BL0262,65,SITE10,2006,8,Before
BL0263,65,SITE10,2006,8,Before
BL0264,65,SITE10,2006,8,Before
BL0265,65,SITE10,2006,8,Before
BL0266,82,SITE15,2006,8,Before
BL0267,82,SITE15,2006,8,Before
BL0268,82,SITE15,2006,8,Before
BL0269,82,SITE15,2006,8,Before
BL0270,82,SITE15,2006,8,Before
BL0271,82,SITE15,2006,8,Before
BL0272,82,SITE15,2006,8,Before
BL0273,82,SITE15,2006,8,Before
BL0274,82,SITE15,2006,8,Before
BL0275,82,SITE15,2006,8,Before
BL0276,82,SITE15,2006,8,Before
BL0277,82,SITE15,2006,8,Before
BL0278,82,SITE15,2006,8,Before
BL0279,82,SITE15,2006,8,Before
BL0280,82,SITE15,2006,8,Before
BL0281,82,SITE15,2006,8,Before
BL0282,82,SITE15,2006,8,Before
BL0283,82,SITE15,2006,8,Before
BL0284,82,SITE15,2006,8,Before
BL0285,82,SITE15,2006,8,Before
BL0286,82,SITE15,2006,8,Before
BL0287,82,SITE15,2006,8,Before
BL0288,82,SITE15,2006,8,Before
BL0289,82,SITE15,2006,8,Before
BL0290,82,SITE15,2006,8,Before
BL0291,67,SITE9,2006,8,Before
BL0292,67,SITE9,2006,8,Before
BL0293,67,SITE9,2006,8,Before
BL0294,67,SITE9,2006,8,Before
BL0295,67,SITE9,2006,8,Before
BL0296,67,SITE9,2006,8,Before
BL0297,67,SITE9,2006,8,Before
BL0298,67,SITE9,2006,8,Before
BL0299,67,SITE9,2006,8,Before
BL0300,67,SITE9,2006,8,Before
BL0301,67,SITE9,2006,8,Before
BL0302,67,SITE9,2006,8,Before
BL0303,65,SITE10,2006,8,Before
BL0304,65,SITE10,2006,8,Before
BL0305,65,SITE10,2006,8,Before
BL0306,65,SITE10,2006,8,Before
BL0307,65,SITE10,2006,8,Before
